time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Social worker changes over 24 months,Total,242,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Social worker changes over 24 months,With no social worker change,45,19
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Social worker changes over 24 months,With one social worker change,35,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,North Somerset,E06000024,Social worker changes over 24 months,With two or more social worker changes,162,67
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes across 12 months,Total,189,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes across 12 months,With no social worker change,68,36
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes across 12 months,With one social worker change,71,38
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes across 12 months,With two or more social worker changes,50,26
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes over 24 months,Total,189,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes over 24 months,With no social worker change,62,33
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes over 24 months,With one social worker change,62,33
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,South Gloucestershire,E06000025,Social worker changes over 24 months,With two or more social worker changes,65,34
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes across 12 months,Total,412,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes across 12 months,With no social worker change,155,38
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes across 12 months,With one social worker change,147,36
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes across 12 months,With two or more social worker changes,110,27
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes over 24 months,Total,412,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes over 24 months,With no social worker change,96,23
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes over 24 months,With one social worker change,85,21
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,Plymouth,E06000026,Social worker changes over 24 months,With two or more social worker changes,231,56
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes across 12 months,Total,359,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes across 12 months,With no social worker change,85,24
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes across 12 months,With one social worker change,83,23
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes across 12 months,With two or more social worker changes,191,53
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes over 24 months,Total,359,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes over 24 months,With no social worker change,38,11
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes over 24 months,With one social worker change,67,19
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,Torbay,E06000027,Social worker changes over 24 months,With two or more social worker changes,254,71
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes across 12 months,Total,197,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes across 12 months,With no social worker change,108,55
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes across 12 months,With one social worker change,56,28
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes across 12 months,With two or more social worker changes,33,17
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes over 24 months,Total,197,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes over 24 months,With no social worker change,108,55
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes over 24 months,With one social worker change,56,28
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,Bournemouth,E06000028,Social worker changes over 24 months,With two or more social worker changes,33,17
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes across 12 months,Total,187,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes across 12 months,With no social worker change,80,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes across 12 months,With one social worker change,78,42
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes across 12 months,With two or more social worker changes,29,16
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes over 24 months,Total,187,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes over 24 months,With no social worker change,52,28
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes over 24 months,With one social worker change,63,34
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,Poole,E06000029,Social worker changes over 24 months,With two or more social worker changes,72,39
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes across 12 months,Total,347,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes across 12 months,With no social worker change,63,18
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes across 12 months,With one social worker change,109,31
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes across 12 months,With two or more social worker changes,175,50
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes over 24 months,Total,347,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes over 24 months,With no social worker change,30,9
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes over 24 months,With one social worker change,50,14
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,Swindon,E06000030,Social worker changes over 24 months,With two or more social worker changes,267,77
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes across 12 months,Total,453,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes across 12 months,With no social worker change,258,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes across 12 months,With one social worker change,145,32
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes across 12 months,With two or more social worker changes,50,11
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes over 24 months,Total,453,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes over 24 months,With no social worker change,202,45
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes over 24 months,With one social worker change,153,34
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,Cornwall,E06000052,Social worker changes over 24 months,With two or more social worker changes,98,22
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes across 12 months,Total,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes across 12 months,With no social worker change,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes across 12 months,With one social worker change,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes across 12 months,With two or more social worker changes,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes over 24 months,Total,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes over 24 months,With no social worker change,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes over 24 months,With one social worker change,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,Isles of Scilly,E06000053,Social worker changes over 24 months,With two or more social worker changes,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes across 12 months,Total,458,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes across 12 months,With no social worker change,202,44
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes across 12 months,With one social worker change,132,29
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes across 12 months,With two or more social worker changes,124,27
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes over 24 months,Total,458,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes over 24 months,With no social worker change,144,31
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes over 24 months,With one social worker change,98,21
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,Wiltshire,E06000054,Social worker changes over 24 months,With two or more social worker changes,216,47
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes across 12 months,Total,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes across 12 months,With no social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes across 12 months,With one social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes across 12 months,With two or more social worker changes,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes over 24 months,Total,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes over 24 months,With no social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes over 24 months,With one social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,839,"Bournemouth, Christchurch and Poole",E06000058,Social worker changes over 24 months,With two or more social worker changes,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes across 12 months,Total,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes across 12 months,With no social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes across 12 months,With one social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes across 12 months,With two or more social worker changes,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes over 24 months,Total,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes over 24 months,With no social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes over 24 months,With one social worker change,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,838,Dorset,E06000059,Social worker changes over 24 months,With two or more social worker changes,z,z
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes across 12 months,Total,735,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes across 12 months,With no social worker change,310,42
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes across 12 months,With one social worker change,234,32
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes across 12 months,With two or more social worker changes,191,26
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes over 24 months,Total,735,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes over 24 months,With no social worker change,126,17
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes over 24 months,With one social worker change,189,26
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,Devon,E10000008,Social worker changes over 24 months,With two or more social worker changes,420,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes across 12 months,Total,385,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes across 12 months,With no social worker change,122,32
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes across 12 months,With one social worker change,147,38
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes across 12 months,With two or more social worker changes,116,30
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes over 24 months,Total,385,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes over 24 months,With no social worker change,83,22
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes over 24 months,With one social worker change,138,36
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,Dorset,E10000009,Social worker changes over 24 months,With two or more social worker changes,164,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes across 12 months,Total,681,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes across 12 months,With no social worker change,212,31
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes across 12 months,With one social worker change,207,30
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes across 12 months,With two or more social worker changes,262,38
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes over 24 months,Total,681,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes over 24 months,With no social worker change,72,11
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes over 24 months,With one social worker change,148,22
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,Gloucestershire,E10000013,Social worker changes over 24 months,With two or more social worker changes,461,68
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes across 12 months,Total,530,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes across 12 months,With no social worker change,181,34
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes across 12 months,With one social worker change,157,30
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes across 12 months,With two or more social worker changes,192,36
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes over 24 months,Total,530,100
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes over 24 months,With no social worker change,71,13
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes over 24 months,With one social worker change,123,23
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Social worker changes over 24 months,With two or more social worker changes,336,63
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes across 12 months,Total,20,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes across 12 months,With no social worker change,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes across 12 months,With one social worker change,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes across 12 months,With two or more social worker changes,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes over 24 months,Total,20,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes over 24 months,With no social worker change,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes over 24 months,With one social worker change,c,c
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Social worker changes over 24 months,With two or more social worker changes,0,0
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes across 12 months,Total,188,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes across 12 months,With no social worker change,91,48
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes across 12 months,With one social worker change,59,31
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes across 12 months,With two or more social worker changes,38,20
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes over 24 months,Total,188,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes over 24 months,With no social worker change,51,27
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes over 24 months,With one social worker change,46,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Social worker changes over 24 months,With two or more social worker changes,91,48
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes across 12 months,Total,405,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes across 12 months,With no social worker change,162,40
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes across 12 months,With one social worker change,200,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes across 12 months,With two or more social worker changes,43,11
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes over 24 months,Total,405,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes over 24 months,With no social worker change,54,13
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes over 24 months,With one social worker change,186,46
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Social worker changes over 24 months,With two or more social worker changes,165,41
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes across 12 months,Total,242,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes across 12 months,With no social worker change,119,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes across 12 months,With one social worker change,79,33
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes across 12 months,With two or more social worker changes,44,18
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes over 24 months,Total,242,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes over 24 months,With no social worker change,55,23
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes over 24 months,With one social worker change,78,32
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Social worker changes over 24 months,With two or more social worker changes,109,45
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes across 12 months,Total,426,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes across 12 months,With no social worker change,197,46
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes across 12 months,With one social worker change,138,32
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes across 12 months,With two or more social worker changes,91,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes over 24 months,Total,426,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes over 24 months,With no social worker change,90,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes over 24 months,With one social worker change,117,27
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Social worker changes over 24 months,With two or more social worker changes,219,51
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes across 12 months,Total,312,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes across 12 months,With no social worker change,132,42
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes across 12 months,With one social worker change,105,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes across 12 months,With two or more social worker changes,75,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes over 24 months,Total,312,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes over 24 months,With no social worker change,64,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes over 24 months,With one social worker change,89,29
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Social worker changes over 24 months,With two or more social worker changes,159,51
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes across 12 months,Total,93,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes across 12 months,With no social worker change,61,66
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes across 12 months,With one social worker change,22,24
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes across 12 months,With two or more social worker changes,10,11
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes over 24 months,Total,93,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes over 24 months,With no social worker change,46,49
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes over 24 months,With one social worker change,26,28
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Social worker changes over 24 months,With two or more social worker changes,21,23
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes across 12 months,Total,345,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes across 12 months,With no social worker change,120,35
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes across 12 months,With one social worker change,121,35
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes across 12 months,With two or more social worker changes,104,30
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes over 24 months,Total,345,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes over 24 months,With no social worker change,61,18
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes over 24 months,With one social worker change,86,25
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Social worker changes over 24 months,With two or more social worker changes,198,57
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes across 12 months,Total,481,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes across 12 months,With no social worker change,156,32
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes across 12 months,With one social worker change,177,37
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes across 12 months,With two or more social worker changes,148,31
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes over 24 months,Total,481,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes over 24 months,With no social worker change,100,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes over 24 months,With one social worker change,99,21
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Social worker changes over 24 months,With two or more social worker changes,282,59
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes across 12 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes across 12 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes across 12 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes across 12 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes over 24 months,Total,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes over 24 months,With no social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes over 24 months,With one social worker change,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Social worker changes over 24 months,With two or more social worker changes,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes across 12 months,Total,454,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes across 12 months,With no social worker change,164,36
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes across 12 months,With one social worker change,177,39
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes across 12 months,With two or more social worker changes,113,25
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes over 24 months,Total,454,100
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Social worker changes over 24 months,With no social worker change,76,17
