time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,move_measure,school_stability,number,percentage
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2b. White and Black African,Any moves,With one or more moves during the year,70,14
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2b. White and Black African,Mid-year moves,Total children,500,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2b. White and Black African,Mid-year moves,With no mid-year moves during the year,450,90
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2b. White and Black African,Mid-year moves,With one or more mid-year moves during the year,50,10
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2c. White and Asian,Any moves,Total children,990,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2c. White and Asian,Any moves,With no moves during the year,860,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2c. White and Asian,Any moves,With one or more moves during the year,120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2c. White and Asian,Mid-year moves,Total children,990,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2c. White and Asian,Mid-year moves,With no mid-year moves during the year,900,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2c. White and Asian,Mid-year moves,With one or more mid-year moves during the year,90,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Any moves,Total children,1480,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Any moves,With no moves during the year,1280,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Any moves,With one or more moves during the year,200,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Mid-year moves,Total children,1480,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Mid-year moves,With no mid-year moves during the year,1330,90
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,2d. Any other Mixed background,Mid-year moves,With one or more mid-year moves during the year,140,10
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Any moves,Total children,1890,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Any moves,With no moves during the year,1720,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Any moves,With one or more moves during the year,170,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Mid-year moves,Total children,1890,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Mid-year moves,With no mid-year moves during the year,1760,93
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3. Total Asian or Asian British,Mid-year moves,With one or more mid-year moves during the year,130,7
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Any moves,Total children,220,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Any moves,With no moves during the year,200,90
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Any moves,With one or more moves during the year,20,10
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Mid-year moves,Total children,220,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Mid-year moves,With no mid-year moves during the year,210,95
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3a. Indian,Mid-year moves,With one or more mid-year moves during the year,10,5
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Any moves,Total children,670,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Any moves,With no moves during the year,610,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Any moves,With one or more moves during the year,60,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Mid-year moves,Total children,670,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Mid-year moves,With no mid-year moves during the year,620,93
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3b. Pakistani,Mid-year moves,With one or more mid-year moves during the year,50,7
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Any moves,Total children,280,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Any moves,With no moves during the year,260,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Any moves,With one or more moves during the year,30,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Mid-year moves,Total children,280,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Mid-year moves,With no mid-year moves during the year,260,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3c. Bangladeshi,Mid-year moves,With one or more mid-year moves during the year,20,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Any moves,Total children,50,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Any moves,With no moves during the year,50,94
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Any moves,With one or more moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Mid-year moves,Total children,50,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Mid-year moves,With no mid-year moves during the year,50,94
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3d. Chinese,Mid-year moves,With one or more mid-year moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Any moves,Total children,660,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Any moves,With no moves during the year,610,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Any moves,With one or more moves during the year,60,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Mid-year moves,Total children,660,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Mid-year moves,With no mid-year moves during the year,620,94
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,3e. Any other Asian background,Mid-year moves,With one or more mid-year moves during the year,40,6
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Any moves,Total children,2950,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Any moves,With no moves during the year,2630,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Any moves,With one or more moves during the year,320,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Mid-year moves,Total children,2950,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Mid-year moves,With no mid-year moves during the year,2710,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Mid-year moves,With one or more mid-year moves during the year,240,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Any moves,Total children,880,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Any moves,With no moves during the year,770,88
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Any moves,With one or more moves during the year,110,12
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Mid-year moves,Total children,880,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Mid-year moves,With no mid-year moves during the year,810,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4a. Caribbean,Mid-year moves,With one or more mid-year moves during the year,70,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Any moves,Total children,1440,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Any moves,With no moves during the year,1310,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Any moves,With one or more moves during the year,130,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Mid-year moves,Total children,1440,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Mid-year moves,With no mid-year moves during the year,1350,93
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4b. African,Mid-year moves,With one or more mid-year moves during the year,100,7
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Any moves,Total children,630,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Any moves,With no moves during the year,540,86
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Any moves,With one or more moves during the year,90,14
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Mid-year moves,Total children,630,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Mid-year moves,With no mid-year moves during the year,560,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,4c. Any other Black background,Mid-year moves,With one or more mid-year moves during the year,70,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Any moves,Total children,770,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Any moves,With no moves during the year,690,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Any moves,With one or more moves during the year,80,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Mid-year moves,Total children,770,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Mid-year moves,With no mid-year moves during the year,710,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,5. Total other ethnic group,Mid-year moves,With one or more mid-year moves during the year,60,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Any moves,Total children,40,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Any moves,With no moves during the year,40,85
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Any moves,With one or more moves during the year,10,15
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Mid-year moves,Total children,40,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Mid-year moves,With no mid-year moves during the year,40,85
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6. Total refused or information not yet available,Mid-year moves,With one or more mid-year moves during the year,10,15
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Any moves,Total children,10,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Any moves,With no moves during the year,10,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Any moves,With one or more moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Mid-year moves,Total children,10,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Mid-year moves,With no mid-year moves during the year,10,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6a. Refused,Mid-year moves,With one or more mid-year moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6b. Information not yet obtained,Any moves,Total children,30,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6b. Information not yet obtained,Any moves,With no moves during the year,20,83
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6b. Information not yet obtained,Any moves,With one or more moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6b. Information not yet obtained,Mid-year moves,Total children,30,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6b. Information not yet obtained,Mid-year moves,With no mid-year moves during the year,20,83
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,6b. Information not yet obtained,Mid-year moves,With one or more mid-year moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,Total children,Any moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,Total children,Any moves,With no moves during the year,41520,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,Total children,Any moves,With one or more moves during the year,6120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,Total children,Mid-year moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,Total children,Mid-year moves,With no mid-year moves during the year,43360,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Ethnicity,Total children,Mid-year moves,With one or more mid-year moves during the year,4270,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Care orders,Any moves,Total children,35930,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Care orders,Any moves,With no moves during the year,31470,88
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Care orders,Any moves,With one or more moves during the year,4460,12
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Care orders,Mid-year moves,Total children,35930,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Care orders,Mid-year moves,With no mid-year moves during the year,32890,92
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Care orders,Mid-year moves,With one or more mid-year moves during the year,3030,8
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Detained for child protection,Any moves,Total children,1270,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Detained for child protection,Any moves,With no moves during the year,1090,86
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Detained for child protection,Any moves,With one or more moves during the year,180,14
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Detained for child protection,Mid-year moves,Total children,1270,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Detained for child protection,Mid-year moves,With no mid-year moves during the year,1120,88
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Detained for child protection,Mid-year moves,With one or more mid-year moves during the year,150,12
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Placement order granted,Any moves,Total children,1290,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Placement order granted,Any moves,With no moves during the year,880,68
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Placement order granted,Any moves,With one or more moves during the year,410,32
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Placement order granted,Mid-year moves,Total children,1290,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Placement order granted,Mid-year moves,With no mid-year moves during the year,1020,79
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Placement order granted,Mid-year moves,With one or more mid-year moves during the year,270,21
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Total children,Any moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Total children,Any moves,With no moves during the year,41520,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Total children,Any moves,With one or more moves during the year,6120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Total children,Mid-year moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Total children,Mid-year moves,With no mid-year moves during the year,43360,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Total children,Mid-year moves,With one or more mid-year moves during the year,4270,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Any moves,Total children,9010,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Any moves,With no moves during the year,7950,88
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Any moves,With one or more moves during the year,1060,12
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Mid-year moves,Total children,9010,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Mid-year moves,With no mid-year moves during the year,8190,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Mid-year moves,With one or more mid-year moves during the year,810,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Any moves,Total children,140,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Any moves,With no moves during the year,130,93
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Any moves,With one or more moves during the year,10,7
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Mid-year moves,Total children,140,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Mid-year moves,With no mid-year moves during the year,130,94
2018,Reporting year,National,E92000001,England,CLA on 31 March,First legal status during the year,Youth justice legal statuses,Mid-year moves,With one or more mid-year moves during the year,10,6
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Any moves,Total children,41130,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Any moves,With no moves during the year,35780,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Any moves,With one or more moves during the year,5350,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,Total children,41130,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,With no mid-year moves during the year,37470,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Foster placements,Mid-year moves,With one or more mid-year moves during the year,3670,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,Total children,180,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,With no moves during the year,160,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Any moves,With one or more moves during the year,20,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,Total children,180,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,With no mid-year moves during the year,160,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other placement,Mid-year moves,With one or more mid-year moves during the year,20,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,Total children,320,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,With no moves during the year,270,86
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Any moves,With one or more moves during the year,50,14
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,Total children,320,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,With no mid-year moves during the year,280,89
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Other residential settings,Mid-year moves,With one or more mid-year moves during the year,40,11
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,Total children,170,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,With no moves during the year,130,75
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Any moves,With one or more moves during the year,40,25
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,Total children,170,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,With no mid-year moves during the year,140,80
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed for adoption,Mid-year moves,With one or more mid-year moves during the year,40,20
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,Total children,250,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,With no moves during the year,250,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Any moves,With one or more moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,Total children,250,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,With no mid-year moves during the year,250,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed in the community,Mid-year moves,With one or more mid-year moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,Total children,2590,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,With no moves during the year,2280,88
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Any moves,With one or more moves during the year,310,12
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,Total children,2590,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,With no mid-year moves during the year,2350,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Mid-year moves,With one or more mid-year moves during the year,240,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,Total children,60,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,With no moves during the year,50,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Any moves,With one or more moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,Total children,60,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,With no mid-year moves during the year,60,95
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Residential schools,Mid-year moves,With one or more mid-year moves during the year,c,c
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,Total children,2940,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,With no moves during the year,2600,88
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Any moves,With one or more moves during the year,340,12
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,Total children,2940,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,With no mid-year moves during the year,2660,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Mid-year moves,With one or more mid-year moves during the year,280,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,With no moves during the year,41520,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Any moves,With one or more moves during the year,6120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,With no mid-year moves during the year,43360,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,First placement during the year,Total children,Mid-year moves,With one or more mid-year moves during the year,4270,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,Total children,22250,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,With no moves during the year,19370,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Any moves,With one or more moves during the year,2880,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,Total children,22250,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,With no mid-year moves during the year,20220,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Female,Mid-year moves,With one or more mid-year moves during the year,2030,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,Total children,25390,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,With no moves during the year,22150,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Any moves,With one or more moves during the year,3240,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,Total children,25390,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,With no mid-year moves during the year,23140,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Male,Mid-year moves,With one or more mid-year moves during the year,2250,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Any moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Any moves,With no moves during the year,41520,87
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Any moves,With one or more moves during the year,6120,13
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Mid-year moves,Total children,47640,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Mid-year moves,With no mid-year moves during the year,43360,91
2018,Reporting year,National,E92000001,England,CLA on 31 March,Gender,Total children,Mid-year moves,With one or more mid-year moves during the year,4270,9
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Any moves,Total children,4930,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Any moves,With no moves during the year,4680,95
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Any moves,With one or more moves during the year,250,5
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Mid-year moves,Total children,4930,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Mid-year moves,With no mid-year moves during the year,4760,97
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,Special school,Mid-year moves,With one or more mid-year moves during the year,170,3
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded AP school,Any moves,Total children,1370,100
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded AP school,Any moves,With no moves during the year,1180,86
2018,Reporting year,National,E92000001,England,CLA on 31 March,School Phase,State-funded AP school,Any moves,With one or more moves during the year,190,14
