time_period,time_identifier,geographic_level,country_code,country_name,age_group,CLA_group,characteristic,measure,number,percentage
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,80,1
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,70,1
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,30,k
2021,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,20,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Female,Gender,4360,37
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,5260,44
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,390,3
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,200,2
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,980,8
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,430,4
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,11240,95
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,LA not in touch,Activity of care leaver,490,4
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Male,Gender,7530,63
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,520,4
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to illness or disability,Activity of care leaver,370,3
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to other reasons,Activity of care leaver,2690,23
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,250,2
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,550,5
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,40,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,30,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,550,5
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total activity of care leavers,Activity of care leaver,11890,100
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total gender,Gender,11890,100
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in apprenticeship,Activity of care leaver,230,2
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in education other than higher education,Activity of care leaver,5810,49
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in touch,LA in-touch with the care leaver,11890,100
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,1530,13
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Total information not known,Activity of care leaver,600,5
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3310,28
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,90,1
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,80,1
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,40,k
2022,Reporting year,National,E92000001,England,18 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,20,k
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Female,Gender,290,48
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,170,27
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,10,2
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment,Activity of care leaver,50,9
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,10,2
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,470,77
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,LA not in touch,Activity of care leaver,90,15
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Male,Gender,320,52
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,100,16
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to illness or disability,Activity of care leaver,20,3
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to other reasons,Activity of care leaver,130,22
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,20,3
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,40,6
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,c,c
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment,Activity of care leaver,30,5
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total activity of care leavers,Activity of care leaver,610,100
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total gender,Gender,610,100
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in education other than higher education,Activity of care leaver,210,33
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in touch,LA in-touch with the care leaver,610,100
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment,Activity of care leaver,90,14
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Total information not known,Activity of care leaver,130,22
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,180,29
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,30,5
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,30,5
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,10,2
2018,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,10,2
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Female,Gender,220,45
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,140,28
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,c,c
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment,Activity of care leaver,40,7
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,c,c
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,360,74
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,LA not in touch,Activity of care leaver,80,17
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Male,Gender,270,55
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,90,19
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to illness or disability,Activity of care leaver,20,3
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to other reasons,Activity of care leaver,100,20
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,20,3
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,30,5
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,c,c
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment,Activity of care leaver,40,8
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total activity of care leavers,Activity of care leaver,490,100
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total gender,Gender,490,100
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in education other than higher education,Activity of care leaver,160,33
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in touch,LA in-touch with the care leaver,490,100
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment,Activity of care leaver,80,15
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Total information not known,Activity of care leaver,120,24
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,130,27
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,30,5
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,20,5
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,10,2
2019,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,10,2
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Female,Gender,200,42
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,130,28
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,10,3
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment,Activity of care leaver,30,7
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,10,3
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,350,74
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,LA not in touch,Activity of care leaver,80,17
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Male,Gender,270,58
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,90,18
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to illness or disability,Activity of care leaver,10,1
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to other reasons,Activity of care leaver,110,23
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,10,3
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,30,6
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,0,0
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment,Activity of care leaver,20,5
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total activity of care leavers,Activity of care leaver,470,100
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total gender,Gender,470,100
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in education other than higher education,Activity of care leaver,160,34
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in touch,LA in-touch with the care leaver,470,100
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment,Activity of care leaver,60,12
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Total information not known,Activity of care leaver,110,24
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,130,28
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,30,6
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,20,5
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,10,2
2020,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,10,2
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Female,Gender,200,42
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,160,34
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,10,2
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment,Activity of care leaver,40,7
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,10,3
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,350,73
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,LA not in touch,Activity of care leaver,90,19
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Male,Gender,280,58
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,100,21
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to illness or disability,Activity of care leaver,10,3
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to other reasons,Activity of care leaver,90,19
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,10,2
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,20,5
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,c,c
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment,Activity of care leaver,10,3
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total activity of care leavers,Activity of care leaver,480,100
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total gender,Gender,480,100
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in education other than higher education,Activity of care leaver,190,39
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in touch,LA in-touch with the care leaver,480,100
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment,Activity of care leaver,50,10
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Total information not known,Activity of care leaver,120,24
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,110,24
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,20,5
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,20,5
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,c,c
2021,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Female,Gender,220,48
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,150,32
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,10,2
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,30,7
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,10,3
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,310,68
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,LA not in touch,Activity of care leaver,100,23
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Male,Gender,240,52
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,110,24
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to illness or disability,Activity of care leaver,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to other reasons,Activity of care leaver,80,18
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,10,2
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,20,3
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,0,0
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,10,3
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total activity of care leavers,Activity of care leaver,460,100
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total gender,Gender,460,100
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in apprenticeship,Activity of care leaver,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in education other than higher education,Activity of care leaver,160,36
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in touch,LA in-touch with the care leaver,460,100
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,50,10
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Total information not known,Activity of care leaver,140,30
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,90,20
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,40,8
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,30,7
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,c,c
2022,Reporting year,National,E92000001,England,17 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,c,c
