time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,activity,number,percentage
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",350,21
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",30,2
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 17 to 18,Total,1660,100
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 17 to 18,"Total in education, employment or training",1070,64
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 17 to 18,Total information not known,160,10
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 17 to 18,"Total not in education, employment or training",440,26
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,Education other than higher education,1020,23
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,Higher education i.e. studies beyond A level,200,4
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,In training or employment,1080,24
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",360,8
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",860,20
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",240,5
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,Total,4400,100
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,"Total in education, employment or training",2300,52
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,Total information not known,640,14
2018,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Aged 19 to 21,"Total not in education, employment or training",1460,33
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,Education other than higher education,370,40
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,Higher education i.e. studies beyond A level,20,2
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,In training or employment,200,22
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",70,7
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",200,22
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",30,3
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,Total,920,100
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,"Total in education, employment or training",580,64
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,Total information not known,40,4
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 17 to 18,"Total not in education, employment or training",300,32
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,Education other than higher education,380,15
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,Higher education i.e. studies beyond A level,120,5
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,In training or employment,780,31
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",400,16
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",470,19
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",190,8
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,Total,2510,100
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Total in education, employment or training",1280,51
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,Total information not known,170,7
2018,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Aged 19 to 21,"Total not in education, employment or training",1060,42
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Education other than higher education,510,48
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Higher education i.e. studies beyond A level,70,7
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,In training or employment,130,12
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",10,1
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",260,25
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",30,3
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Total,1050,100
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Total in education, employment or training",700,67
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,Total information not known,50,4
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 17 to 18,"Total not in education, employment or training",300,29
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Education other than higher education,570,21
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Higher education i.e. studies beyond A level,250,9
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,In training or employment,620,23
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",100,4
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",750,28
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",130,5
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Total,2690,100
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Total in education, employment or training",1440,54
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,Total information not known,270,10
2018,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Aged 19 to 21,"Total not in education, employment or training",970,36
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Education other than higher education,680,50
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Higher education i.e. studies beyond A level,50,4
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,In training or employment,140,10
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",20,2
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",300,22
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",30,2
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Total,1370,100
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Total in education, employment or training",870,64
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,Total information not known,140,11
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 17 to 18,"Total not in education, employment or training",350,26
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Education other than higher education,990,27
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Higher education i.e. studies beyond A level,280,8
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,In training or employment,640,18
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",160,4
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",890,24
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",170,5
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Total,3650,100
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Total in education, employment or training",1910,52
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,Total information not known,520,14
2018,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Aged 19 to 21,"Total not in education, employment or training",1220,33
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Education other than higher education,10,32
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,In training or employment,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",11,35
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Total,31,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Total in education, employment or training",20,65
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 17 to 18,"Total not in education, employment or training",11,35
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Education other than higher education,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,In training or employment,18,29
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",20,32
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Total,63,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Total in education, employment or training",31,49
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,Total information not known,1,2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,805,Hartlepool,E06000001,Aged 19 to 21,"Total not in education, employment or training",31,49
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Education other than higher education,19,43
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,In training or employment,9,20
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",12,27
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Total,44,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Total in education, employment or training",28,64
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 17 to 18,"Total not in education, employment or training",16,36
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Education other than higher education,12,10
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Higher education i.e. studies beyond A level,6,5
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,In training or employment,26,21
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",13,11
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",41,34
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",16,13
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Total,121,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,"Total in education, employment or training",44,36
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,Total information not known,7,6
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,806,Middlesbrough,E06000002,Aged 19 to 21,"Total not in education, employment or training",70,58
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Education other than higher education,10,42
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,In training or employment,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",6,25
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Total,24,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,"Total in education, employment or training",16,67
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 17 to 18,"Total not in education, employment or training",8,33
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Education other than higher education,8,16
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Higher education i.e. studies beyond A level,6,12
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,In training or employment,20,39
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",10,20
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Total,51,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,"Total in education, employment or training",34,67
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,807,Redcar and Cleveland,E06000003,Aged 19 to 21,"Total not in education, employment or training",17,33
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Education other than higher education,21,50
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,In training or employment,7,17
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",13,31
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Total,42,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,"Total in education, employment or training",28,67
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 17 to 18,"Total not in education, employment or training",14,33
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Education other than higher education,15,13
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Higher education i.e. studies beyond A level,13,11
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,In training or employment,25,22
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",18,16
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",29,25
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",12,11
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Total,114,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,"Total in education, employment or training",53,46
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,Total information not known,2,2
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,808,Stockton-on-Tees,E06000004,Aged 19 to 21,"Total not in education, employment or training",59,52
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Education other than higher education,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,In training or employment,11,55
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,"Not in education, training or employment, owing to illness or disability",6,30
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,"Not in education, training or employment, owing to other reasons",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,"Not in education, training or employment, owing to pregnancy or parenting",0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Total,20,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,"Total in education, employment or training",12,60
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 17 to 18,"Total not in education, employment or training",8,40
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Education other than higher education,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Higher education i.e. studies beyond A level,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,In an apprenticeship,z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,In training or employment,40,60
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,In training or employment (excl. apprenticeship),z,z
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,"Not in education, training or employment, owing to illness or disability",10,15
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,"Not in education, training or employment, owing to other reasons",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,"Not in education, training or employment, owing to pregnancy or parenting",c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Total,67,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,"Total in education, employment or training",46,69
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,Total information not known,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,841,Darlington,E06000005,Aged 19 to 21,"Total not in education, employment or training",21,31
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Education other than higher education,41,66
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,840,County Durham,E06000047,Aged 17 to 18,Higher education i.e. studies beyond A level,0,0
