time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Child requests placement to end,50,3
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Other,310,21
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Resignation or closure of provision,10,1
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Responsible/Area authority requests placement to end,30,2
2018,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Standards of care concern,30,2
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,All Placements,4810,9
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Allegation (s47),40,1
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Approval removed,10,k
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement end other than due to child's behaviour,280,6
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement ends due to child's behaviour,770,16
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change in the status of a placement only,630,13
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change to/Implementation of care plan,1540,32
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Child requests placement to end,220,5
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Other,1150,24
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Resignation or closure of provision,40,1
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Responsible/Area authority requests placement to end,100,2
2018,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Standards of care concern,40,1
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,All Placements,9140,17
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Allegation (s47),100,1
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Approval removed,30,k
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement end other than due to child's behaviour,490,5
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement ends due to child's behaviour,1210,13
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change in the status of a placement only,1230,13
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change to/Implementation of care plan,3240,35
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Child requests placement to end,410,5
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Other,1970,22
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Resignation or closure of provision,60,1
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Responsible/Area authority requests placement to end,290,3
2018,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Standards of care concern,120,1
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,All Placements,1220,2
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Allegation (s47),10,1
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement end other than due to child's behaviour,40,3
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement ends due to child's behaviour,180,15
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change in the status of a placement only,110,9
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change to/Implementation of care plan,380,31
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Child requests placement to end,60,5
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Other,380,31
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Resignation or closure of provision,10,k
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Responsible/Area authority requests placement to end,40,3
2018,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Standards of care concern,10,1
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,All Placements,80,k
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement end other than due to child's behaviour,c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement ends due to child's behaviour,10,16
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change in the status of a placement only,10,9
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change to/Implementation of care plan,30,38
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Child requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Other,20,24
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Resignation or closure of provision,0,0
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Category of need,N7. Low income,Standards of care concern,0,0
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,All Placements,3460,6
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Allegation (s47),10,k
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Approval removed,10,k
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement end other than due to child's behaviour,140,4
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement ends due to child's behaviour,270,8
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change in the status of a placement only,390,11
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change to/Implementation of care plan,1290,37
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Child requests placement to end,320,9
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Other,880,25
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Resignation or closure of provision,40,1
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Responsible/Area authority requests placement to end,80,2
2018,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Standards of care concern,30,1
2018,Reporting year,National,E92000001,England,Category of need,Total,All Placements,53750,100
2018,Reporting year,National,E92000001,England,Category of need,Total,Allegation (s47),520,1
2018,Reporting year,National,E92000001,England,Category of need,Total,Approval removed,190,k
2018,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement end other than due to child's behaviour,2820,5
2018,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement ends due to child's behaviour,6400,12
2018,Reporting year,National,E92000001,England,Category of need,Total,Change in the status of a placement only,7820,15
2018,Reporting year,National,E92000001,England,Category of need,Total,Change to/Implementation of care plan,19000,35
2018,Reporting year,National,E92000001,England,Category of need,Total,Child requests placement to end,2270,4
2018,Reporting year,National,E92000001,England,Category of need,Total,Custody,z,z
2018,Reporting year,National,E92000001,England,Category of need,Total,Other,12490,23
2018,Reporting year,National,E92000001,England,Category of need,Total,Resignation or closure of provision,400,1
2018,Reporting year,National,E92000001,England,Category of need,Total,Responsible/Area authority requests placement to end,1170,2
2018,Reporting year,National,E92000001,England,Category of need,Total,Standards of care concern,670,1
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,All Placements,9130,17
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Allegation (s47),50,1
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Approval removed,20,k
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement end other than due to child's behaviour,630,7
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement ends due to child's behaviour,860,9
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change in the status of a placement only,940,10
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change to/Implementation of care plan,3350,37
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Child requests placement to end,230,3
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Other,2660,29
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Resignation or closure of provision,40,k
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Responsible/Area authority requests placement to end,300,3
2018,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Standards of care concern,60,1
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,All Placements,9430,18
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Allegation (s47),80,1
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Approval removed,40,k
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement end other than due to child's behaviour,540,6
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement ends due to child's behaviour,1380,15
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change in the status of a placement only,1030,11
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change to/Implementation of care plan,3120,33
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Child requests placement to end,370,4
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Other,2430,26
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Resignation or closure of provision,70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Responsible/Area authority requests placement to end,250,3
2018,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Standards of care concern,130,1
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,All Placements,13460,25
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Allegation (s47),140,1
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Approval removed,60,k
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement end other than due to child's behaviour,740,5
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement ends due to child's behaviour,1830,14
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change in the status of a placement only,1830,14
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change to/Implementation of care plan,4670,35
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Child requests placement to end,640,5
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Other,2960,22
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Resignation or closure of provision,90,1
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Responsible/Area authority requests placement to end,300,2
2018,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Standards of care concern,210,2
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,All Placements,9650,18
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Allegation (s47),70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Approval removed,50,1
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement end other than due to child's behaviour,410,4
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement ends due to child's behaviour,980,10
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change in the status of a placement only,1390,14
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change to/Implementation of care plan,3980,41
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Child requests placement to end,430,4
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Other,2040,21
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Resignation or closure of provision,70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Responsible/Area authority requests placement to end,150,2
2018,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Standards of care concern,90,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,All Placements,6960,13
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Allegation (s47),90,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Approval removed,20,k
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement end other than due to child's behaviour,280,4
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement ends due to child's behaviour,700,10
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change in the status of a placement only,1370,20
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change to/Implementation of care plan,2550,37
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Child requests placement to end,310,4
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Other,1390,20
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Resignation or closure of provision,70,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Responsible/Area authority requests placement to end,100,1
2018,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Standards of care concern,80,1
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,All Placements,2310,4
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Allegation (s47),30,1
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement end other than due to child's behaviour,100,4
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement ends due to child's behaviour,270,11
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change in the status of a placement only,560,24
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change to/Implementation of care plan,650,28
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Child requests placement to end,140,6
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Other,450,19
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Responsible/Area authority requests placement to end,40,2
2018,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Standards of care concern,50,2
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,All Placements,1690,3
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Allegation (s47),40,2
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement end other than due to child's behaviour,80,5
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement ends due to child's behaviour,210,12
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change in the status of a placement only,410,24
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change to/Implementation of care plan,440,26
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Child requests placement to end,90,5
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Other,330,20
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Responsible/Area authority requests placement to end,30,2
2018,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Standards of care concern,40,2
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,All Placements,1020,2
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),20,2
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to child's behaviour,50,5
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to child's behaviour,170,16
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,270,27
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,210,21
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,5
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,210,21
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,10,1
2018,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,1
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,110,k
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to child's behaviour,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to child's behaviour,20,15
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,30,25
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,20,20
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,7
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,30,23
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,53750,100
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),520,1
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,190,k
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to child's behaviour,2820,5
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to child's behaviour,6400,12
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,7820,15
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,19000,35
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2270,4
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,z,z
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,12490,23
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,400,1
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,1170,2
2018,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,670,1
2018,Reporting year,National,E92000001,England,Gender,Female,All Placements,23970,45
2018,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),230,1
2018,Reporting year,National,E92000001,England,Gender,Female,Approval removed,90,k
2018,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1250,5
2018,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2660,11
2018,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,3500,15
2018,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8520,36
2018,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1150,5
2018,Reporting year,National,E92000001,England,Gender,Female,Custody,z,z
2018,Reporting year,National,E92000001,England,Gender,Female,Other,5620,23
2018,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,160,1
2018,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,490,2
2018,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,320,1
2018,Reporting year,National,E92000001,England,Gender,Male,All Placements,29780,55
2018,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),290,1
2018,Reporting year,National,E92000001,England,Gender,Male,Approval removed,100,k
2018,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,1570,5
2018,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3750,13
2018,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,4320,15
2018,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10480,35
2018,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1130,4
2018,Reporting year,National,E92000001,England,Gender,Male,Custody,z,z
2018,Reporting year,National,E92000001,England,Gender,Male,Other,6870,23
2018,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,230,1
2018,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,680,2
2018,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,350,1
2018,Reporting year,National,E92000001,England,Gender,Total,All Placements,53750,100
2018,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),520,1
2018,Reporting year,National,E92000001,England,Gender,Total,Approval removed,190,k
2018,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,2820,5
2018,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,6400,12
2018,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,7820,15
2018,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,19000,35
2018,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2270,4
2018,Reporting year,National,E92000001,England,Gender,Total,Custody,z,z
2018,Reporting year,National,E92000001,England,Gender,Total,Other,12490,23
2018,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,400,1
2018,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,1170,2
2018,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,670,1
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,35860,67
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),410,1
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,100,k
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2340,7
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,4210,12
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,5670,16
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12540,35
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1320,4
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,7960,22
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,250,1
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,670,2
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,410,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,600,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),10,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to child's behaviour,30,4
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to child's behaviour,40,7
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,180,29
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,170,29
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,20,4
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Other,140,23
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,10,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,c,c
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,3310,6
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),10,k
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,10,k
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to child's behaviour,90,3
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to child's behaviour,460,14
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,310,9
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,930,28
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,330,10
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,1060,32
