"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"2370","Ofsted Social Care Provider Webpage","2677270",NA,"Children's home","25/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Perry Barr","Private",3,"","","TJY Care Ltd","Full inspection","02/11/2022","08/12/2022",10246644,"Good","","","Good","Good",NA,NA
"2371","Ofsted Social Care Provider Webpage","2677465",NA,"Children's home","25/07/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Sheffield","Sheffield, Brightside and Hillsborough","Private",4,"","","Madiba Limited","Full inspection","14/12/2022","01/02/2023",10249811,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2372","Ofsted Social Care Provider Webpage","2679810",NA,"Children's home","04/07/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Wolverhampton","Wolverhampton North East","Private",3,"","","Thrive Childcare Services Limited","Full inspection","07/03/2023","25/04/2023",10247680,"Good","","","Good","Good",NA,NA
"2373","Ofsted Social Care Provider Webpage","2680042",NA,"Children's home","31/07/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Richmond (Yorks)","Private",3,"","","Blossom SC Ltd","Full inspection","08/03/2023","25/04/2023",10252561,"Good","","","Good","Good",NA,NA
"2374","Ofsted Social Care Provider Webpage","2680522",NA,"Children's home","15/08/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Wiltshire","South West Wiltshire","Private",8,"","","Witherslack Group Ltd","Full inspection","04/01/2023","09/03/2023",10261148,"Good","","","Good","Good",NA,NA
"2375","Ofsted Social Care Provider Webpage","2680860",NA,"Children's home","16/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bury","Bury South","Private",3,"","","Invigor Adolescent Care Limited","Full inspection","07/02/2023","23/03/2023",10254346,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2376","Ofsted Social Care Provider Webpage","2569520",NA,"Children's home","17/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Epping Forest","Private",3,"","","Lavender Grove Cares Limited","Full inspection","15/06/2022","25/07/2022",10224710,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2377","Ofsted Social Care Provider Webpage","2575372",NA,"Children's home","12/06/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Braintree","Private",3,"","","Capital Childrens Care Ltd","Full inspection","27/06/2022","05/08/2022",10224741,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"2378","Ofsted Social Care Provider Webpage","2575463",NA,"Children's home","07/12/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Doncaster","Doncaster North","Private",2,"","","First 4 Care Ltd","Full inspection","24/01/2023","21/03/2023",10224743,"Good","","","Good","Good",NA,NA
"2379","Ofsted Social Care Provider Webpage","2575713",NA,"Children's home","09/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Hertfordshire","Hemel Hempstead","Private",2,"","","CF Support Services Limited","Full inspection","13/09/2022","14/10/2022",10224745,"Good","","","Good","Good",NA,NA
"2380","Ofsted Social Care Provider Webpage","2577171",NA,"Children's home","02/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Bradford West","Private",4,"","","Haven Care Group Ltd","Full inspection","16/08/2022","03/10/2022",10224754,"Good","","","Good","Good",NA,NA
"2381","Ofsted Social Care Provider Webpage","2583028",NA,"Children's home","09/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","East Devon","Voluntary",4,"","","The Exeter Royal Academy For Deaf Education","Full inspection","06/09/2022","18/10/2022",10224772,"Good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2382","Ofsted Social Care Provider Webpage","2687920",NA,"Children's home","12/09/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","Knowsley","Private",3,"","","Supporting Futures Limited","Full inspection","18/01/2023","23/02/2023",10260456,"Good","","","Good","Good",NA,NA
"2383","Ofsted Social Care Provider Webpage","SC001016",NA,"Children's home","21/02/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Calderdale","Halifax","Private",4,"","","Keys BR Limited","Full inspection","10/01/2023","22/02/2023",10222422,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2384","Ofsted Social Care Provider Webpage","SC004085",NA,"Children's home","04/09/1995","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Bournemouth, Christchurch & Poole","Bournemouth West","Voluntary",4,"Short-break-only children's home","","Diverse Abilities Plus Ltd.","Full inspection","15/11/2022","19/12/2022",10222428,"Good","","","Good","Requires improvement to be good",NA,NA
"2385","Ofsted Social Care Provider Webpage","SC005751",NA,"Children's home","01/08/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Makerfield","Private",1,"","","Care Afloat Ltd","Full inspection","04/05/2022","15/06/2022",10222442,"Good","","","Good","Good",NA,NA
"2386","Ofsted Social Care Provider Webpage","SC006294",NA,"Children's home","14/05/1998","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Wakefield","Normanton, Pontefract and Castleford","Private",4,"","","Dove Adolescent Services Limited","Full inspection","02/11/2022","16/12/2022",10222448,"Good","","","Requires improvement to be good","Good",NA,NA
"2387","Ofsted Social Care Provider Webpage","SC007284",NA,"Children's home","18/04/2000","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Waltham Forest","Walthamstow","Private",6,"","","Horizon Residential Children's Home","Full inspection","08/03/2022","04/05/2022",10186064,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2388","Ofsted Social Care Provider Webpage","2580303",NA,"Children's home","24/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Ludlow","Private",2,"","","Reflexion Care Group Limited","Full inspection","29/09/2022","18/11/2022",10224759,"Good","","","Good","Good",NA,NA
"2389","Ofsted Social Care Provider Webpage","2582247",NA,"Children's home","04/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Hyndburn","Private",2,"","","Sandcastle Care Ltd","Full inspection","28/02/2023","13/04/2023",10224768,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2390","Ofsted Social Care Provider Webpage","2671685",NA,"Children's home","17/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Croydon","Croydon Central","Private",3,"","","Jurita Limited","Full inspection","07/03/2023","27/04/2023",10245576,"Good","","","Good","Good",NA,NA
"2391","Ofsted Social Care Provider Webpage","2672244",NA,"Children's home","20/06/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire West and Chester","Eddisbury","Private",4,"","","3S Adolescent Care Limited","Full inspection","18/10/2022","01/02/2023",10246609,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2392","Ofsted Social Care Provider Webpage","2673265",NA,"Children's home","11/02/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","South West Norfolk","Private",2,"","","Acorn Norfolk Limited","Full inspection","06/09/2022","12/10/2022",10233350,"Good","","","Good","Good",NA,NA
"2393","Ofsted Social Care Provider Webpage","2674455",NA,"Children's home","27/01/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Stockport","Private",1,"","","Choices Home for Children","Full inspection","29/06/2022","17/08/2022",10237015,"Good","","","Good","Requires improvement to be good",NA,NA
"2394","Ofsted Social Care Provider Webpage","SC465634",NA,"Children's home","13/05/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cumbria","Carlisle","Private",2,"","","Active Ark Limited","Full inspection","16/11/2022","03/01/2023",10223590,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2395","Ofsted Social Care Provider Webpage","SC467268",NA,"Children's home","29/09/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Blackburn with Darwen","Rossendale and Darwen","Private",5,"","","The Partnership Of Care Today","Full inspection","12/07/2022","22/08/2022",10223598,"Good","","","Good","Good",NA,NA
"2396","Ofsted Social Care Provider Webpage","SC467847",NA,"Children's home","02/08/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Redbridge","Ilford South","Private",5,"","","Oak House Childrens Home Ltd","Full inspection","19/10/2022","30/11/2022",10223601,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2397","Ofsted Social Care Provider Webpage","SC469686",NA,"Children's home","27/11/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Staffordshire Moorlands","Private",3,"","","Oracle Care Limited","Full inspection","13/12/2022","01/02/2023",10223605,"Good","","","Good","Good",NA,NA
"2398","Ofsted Social Care Provider Webpage","SC471178",NA,"Children's home","29/11/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Barnsley","Barnsley East","Private",5,"","","Dove Adolescent Services Limited","Full inspection","13/09/2022","26/10/2022",10223621,"Good","","","Good","Good",NA,NA
"2399","Ofsted Social Care Provider Webpage","SC407169",NA,"Children's home","31/03/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Stockport","Cheadle","Private",4,"","","Choices Home for Children","Full inspection","10/11/2022","20/12/2022",10223237,"Good","","","Good","Requires improvement to be good",NA,NA
"2400","Ofsted Social Care Provider Webpage","SC409506",NA,"Children's home","31/03/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Bedford","Bedford","Local Authority",7,"Short-break-only children's home","","Bedford Borough Council","Full inspection","11/07/2022","22/08/2022",10223253,"Outstanding","","","Good","Outstanding",NA,NA
"2401","Ofsted Social Care Provider Webpage","SC454266",NA,"Children's home","13/12/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Middlesbrough","Middlesbrough South and East Cleveland","Private",4,"","","Cambian Childcare Ltd","Full inspection","21/02/2023","05/04/2023",10223461,"Good","","","Good","Good",NA,NA
"2402","Ofsted Social Care Provider Webpage","SC456271",NA,"Children's home","22/11/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Ribble Valley","Private",4,"","","Nurture Childcare Services Ltd","Full inspection","28/06/2022","08/08/2022",10223474,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2403","Ofsted Social Care Provider Webpage","SC456474",NA,"Children's home","02/12/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kingston upon Hull","Kingston upon Hull North","Private",6,"","","Cambian Childcare Ltd","Full inspection","08/03/2022","18/05/2022",10186655,"Good","","","Good","Outstanding",NA,NA
"2404","Ofsted Social Care Provider Webpage","SC456800",NA,"Children's home","14/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Warrington","Warrington North","Private",2,"","","Cambian Childcare Ltd","Full inspection","09/08/2022","26/09/2022",10223497,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2405","Ofsted Social Care Provider Webpage","SC457132",NA,"Children's home","25/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Newton Abbot","Private",1,"","","Cambian Childcare Ltd","Full inspection","11/05/2022","04/07/2022",10223513,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2406","Ofsted Social Care Provider Webpage","SC457137",NA,"Children's home","14/03/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","Newton Abbot","Private",1,"","","Cambian Childcare Ltd","Full inspection","29/11/2022","27/01/2023",10223514,"Good","","","Good","Requires improvement to be good",NA,NA
"2407","Ofsted Social Care Provider Webpage","SC457272",NA,"Children's home","19/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Cambridgeshire","North West Cambridgeshire","Private",3,"","","Cambian Childcare Ltd","Full inspection","09/05/2022","10/06/2022",10223522,"Requires improvement to be good","","","Good","Requires improvement to be good",NA,NA
"2408","Ofsted Social Care Provider Webpage","SC457500",NA,"Children's home","27/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottingham","Nottingham East","Private",6,"","","Cambian Childcare Ltd","Full inspection","22/06/2022","04/08/2022",10223532,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2409","Ofsted Social Care Provider Webpage","1256452",NA,"Children's home","13/07/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Essex","Saffron Walden","Private",5,"","","SureCare Residential Ltd","Full inspection","05/12/2022","12/01/2023",10224143,"Good","","","Good","Good",NA,NA
"2410","Ofsted Social Care Provider Webpage","SC462583",NA,"Children's home","29/04/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","Norwich North","Local Authority",4,"Short-break-only children's home","","Norfolk County Council","Full inspection","25/01/2023","03/03/2023",10223566,"Good","","","Good","Good",NA,NA
"2411","Ofsted Social Care Provider Webpage","SC463639",NA,"Children's home","19/07/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Sutton Coldfield","Private",5,"","","Aston Children's Care Ltd","Full inspection","15/08/2022","03/10/2022",10242762,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"2412","Ofsted Social Care Provider Webpage","SC463692",NA,"Children's home","03/05/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Milton Keynes","Milton Keynes South","Local Authority",8,"","","Milton Keynes Council","Full inspection","07/03/2022","04/05/2022",10187509,"Good","","","Good","Good",NA,NA
"2413","Ofsted Social Care Provider Webpage","SC464759",NA,"Children's home","11/04/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Amber Valley","Private",4,"","","Blue Mountain Homes Ltd","Full inspection","11/07/2022","24/08/2022",10223579,"Good","","","Good","Good",NA,NA
"2414","Ofsted Social Care Provider Webpage","SC465475",NA,"Children's home","26/07/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Newcastle upon Tyne","Newcastle upon Tyne Central","Private",6,"","","Right-Trak Limited","Full inspection","03/10/2022","04/11/2022",10223587,"Good","","","Good","Good",NA,NA
"2415","Ofsted Social Care Provider Webpage","SC465588",NA,"Children's home","03/07/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Milton Keynes","Milton Keynes South","Private",4,"","","White Orchid Care Limited","Full inspection","21/02/2023","25/04/2023",10223589,"Good","","","Good","Good",NA,NA
"2416","Ofsted Social Care Provider Webpage","SC067839",NA,"Children's home","28/06/2006","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Cannock Chase","Private",2,"","","Future In Mind Limited","Full inspection","03/08/2022","21/09/2022",10222986,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"2417","Ofsted Social Care Provider Webpage","SC457553",NA,"Children's home","14/03/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Devon","South West Devon","Private",2,"","","Cambian Childcare Ltd","Full inspection","21/02/2023","04/04/2023",10223534,"Good","","","Requires improvement to be good","Good",NA,NA
"2418","Ofsted Social Care Provider Webpage","SC038780",NA,"Children's home","04/07/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derby","Derby North","Private",4,"","","Blue Mountain Homes Ltd","Full inspection","01/02/2023","14/03/2023",10222738,"Good","","","Good","Good",NA,NA
"2419","Ofsted Social Care Provider Webpage","SC039038",NA,"Children's home","31/03/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicester","Leicester East","Local Authority",7,"","","Leicester City Council","Full inspection","30/01/2023","08/03/2023",10222743,"Outstanding","","","Good","Good",NA,NA
"2420","Ofsted Social Care Provider Webpage","2668710",NA,"Children's home","20/03/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","North Tyneside","North Tyneside","Local Authority",5,"","","North Tyneside Council","Full inspection","02/08/2022","21/09/2022",10233359,"Good","","","Good","Good",NA,NA
"2421","Ofsted Social Care Provider Webpage","2669323",NA,"Children's home","03/02/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Liverpool","Liverpool, Walton","Private",3,"","","GSM Ardent Ltd","Full inspection","28/06/2022","08/08/2022",10238610,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2422","Ofsted Social Care Provider Webpage","2672566",NA,"Children's home","30/06/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Preston","Private",3,"","","Embrace Care Ltd","Full inspection","20/02/2023","06/04/2023",10246562,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2423","Ofsted Social Care Provider Webpage","2674029",NA,"Children's home","05/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","West Northamptonshire","Northampton North","Private",5,"","","Regional Therapeutic Homes Ltd","Full inspection","26/10/2022","02/12/2022",10239608,"Good","","","Good","Good",NA,NA
"2424","Ofsted Social Care Provider Webpage","2674818",NA,"Children's home","10/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Rotherham","Rotherham","Private",1,"","","Flourish Childrens Services Ltd","Full inspection","01/11/2022","06/12/2022",10258928,"Good","","","Good","Requires improvement to be good",NA,NA
"2425","Ofsted Social Care Provider Webpage","2675902",NA,"Children's home","11/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Enfield","Edmonton","Voluntary",1,"","","Barnardo's","Full inspection","31/01/2023","16/03/2023",10252037,"Good","","","Good","Requires improvement to be good",NA,NA
"2426","Ofsted Social Care Provider Webpage","SC011185",NA,"Children's home","29/12/1992","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","West Berkshire","Reading West","Private",7,"","","Calcot Services for Children Limited","Full inspection","31/08/2022","17/10/2022",10222474,"Inadequate","","","Inadequate","Inadequate",NA,NA
"2427","Ofsted Social Care Provider Webpage","SC023746",NA,"Children's home","26/06/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","South Thanet","Private",3,"","","Ethelbert Specialist Homes Limited","Full inspection","02/06/2021","19/07/2021",10185621,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2428","Ofsted Social Care Provider Webpage","1234374",NA,"Children's home","12/05/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Cornwall","North Cornwall","Private",2,"","","Phoenix Childcare Ltd","Full inspection","21/06/2022","03/08/2022",10223965,"Good","","","Good","Good",NA,NA
"2429","Ofsted Social Care Provider Webpage","1234432",NA,"Children's home","03/06/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Knowsley","Knowsley","Private",2,"","","Lytham Care Limited","Full inspection","08/02/2023","11/04/2023",10265011,"Good","","","Good","Requires improvement to be good",NA,NA
"2430","Ofsted Social Care Provider Webpage","SC059221",NA,"Children's home","22/03/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Reading","Reading West","Private",3,"","","Causeway Care Homes Ltd","Full inspection","05/01/2023","14/02/2023",10259424,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2431","Ofsted Social Care Provider Webpage","SC059853",NA,"Children's home","26/05/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bolton","Bolton North East","Local Authority",6,"Short-break-only children's home","","Bolton Metropolitan Borough Council","Full inspection","07/02/2023","21/03/2023",10222838,"Good","","","Good","Good",NA,NA
"2432","Ofsted Social Care Provider Webpage","SC060034",NA,"Children's home","13/08/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","South Norfolk","Voluntary",6,"Short-break-only children's home","","Break","Full inspection","04/01/2023","03/02/2023",10222840,"Good","","","Outstanding","Good",NA,NA
"2433","Ofsted Social Care Provider Webpage","SC062128",NA,"Children's home","12/11/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Hounslow","Brentford and Isleworth","Local Authority",6,"","","London Borough of Hounslow","Full inspection","10/08/2022","03/10/2022",10222866,"Good","","","Good","Good",NA,NA
"2434","Ofsted Social Care Provider Webpage","SC063653",NA,"Children's home","09/05/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Cannock Chase","Private",2,"","","Future In Mind Limited","Full inspection","01/02/2023","23/03/2023",10222891,"Good","","","Good","Good",NA,NA
"2435","Ofsted Social Care Provider Webpage","SC064454",NA,"Children's home","28/12/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Barnsley","Penistone and Stocksbridge","Private",2,"","","Dove Adolescent Services Limited","Full inspection","15/02/2022","01/04/2022",10185974,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2436","Ofsted Social Care Provider Webpage","SC424271",NA,"Children's home","02/02/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","South Norfolk","Voluntary",4,"","","Break","Full inspection","29/11/2022","05/01/2023",10223324,"Good","","","Good","Good",NA,NA
"2437","Ofsted Social Care Provider Webpage","SC424348",NA,"Children's home","16/02/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottingham","Nottingham South","Local Authority",2,"","","Nottingham City Council","Full inspection","12/09/2022","13/10/2022",10223326,"Good","","","Good","Good",NA,NA
"2438","Ofsted Social Care Provider Webpage","SC424851",NA,"Children's home","04/04/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Ladywood","Private",6,"","","Cambian Childcare Ltd","Full inspection","01/12/2021","18/01/2022",10186366,"Good","","","Good","Good",NA,NA
"2439","Ofsted Social Care Provider Webpage","SC426751",NA,"Children's home","10/05/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","High Peak","Private",6,"","","Enabling Futures Ltd","Full inspection","14/03/2023","24/04/2023",10223340,"Outstanding","","","Outstanding","Outstanding",NA,NA
"2440","Ofsted Social Care Provider Webpage","SC483070",NA,"Children's home","05/02/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Sefton","Southport","Private",4,"","","Exceptional Care Limited","Full inspection","16/06/2022","29/07/2022",10223777,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"2441","Ofsted Social Care Provider Webpage","SC483958",NA,"Children's home","11/11/2014","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Dudley","Halesowen and Rowley Regis","Private",3,"","","Positive Outcomes Childcare Limited","Full inspection","27/04/2022","15/06/2022",10223790,"Good","","","Good","Good",NA,NA
"2442","Ofsted Social Care Provider Webpage","SC484402",NA,"Children's home","19/01/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Ashfield","Private",3,"","","Footsteps to Futures Limited","Full inspection","25/10/2022","12/12/2022",10223797,"Good","","","Good","Good",NA,NA
"2443","Ofsted Social Care Provider Webpage","SC023637",NA,"Children's home","19/07/2001","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Folkestone and Hythe","Private",8,"","","Compass Children's Homes Kent Limited","Full inspection","14/02/2022","31/03/2022",10185947,"Good","","","Good","Good",NA,NA
"2444","Ofsted Social Care Provider Webpage","SC023651",NA,"Children's home","16/12/1994","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Ashford","Private",8,"","","Little Acorns London Beach Farm Limited","Full inspection","05/10/2022","18/11/2022",10222526,"Good","","","Good","Requires improvement to be good",NA,NA
"2445","Ofsted Social Care Provider Webpage","2647110",NA,"Children's home","14/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Coventry","Coventry North West","Private",3,"","","Allesley Childrens Care Ltd","Full inspection","17/05/2022","30/06/2022",10225202,"Good","","","Good","Good",NA,NA
"2446","Ofsted Social Care Provider Webpage","2647163",NA,"Children's home","21/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Croydon","Croydon South","Private",5,"","","Ascent Fostering Agency","Full inspection","01/11/2022","25/11/2022",10225204,"Good","","","Good","Good",NA,NA
"2447","Ofsted Social Care Provider Webpage","2647514",NA,"Children's home","01/10/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Fylde","Private",2,"","","Hexagon Care Services Ltd","Full inspection","05/07/2022","18/08/2022",10225205,"Good","","","Good","Good",NA,NA
