time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,30,3
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,160,19
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,40,5
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",320,38
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,850,100
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Education other than higher education,750,63
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,40,3
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,In training or employment,150,13
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Information not known,60,5
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",200,17
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total other ethnic group,Total care leavers,1190,100
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Education other than higher education,20,71
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,0,0
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,In training or employment,c,c
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total refused or information not yet available,Total care leavers,20,100
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Education other than higher education,2220,35
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,150,2
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,In training or employment,1260,20
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Information not known,280,4
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,"Not in education, employment or training",2440,38
2020,Reporting year,National,E92000001,England,18 years,Ethnicity,Total White,Total care leavers,6340,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Education other than higher education,410,42
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,70,7
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,In training or employment,190,20
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Information not known,90,9
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",210,22
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Asian or Asian British,Total care leavers,970,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,800,52
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,100,6
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,230,15
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,70,5
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",330,21
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1520,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Education other than higher education,3090,29
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,550,5
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,In training or employment,2530,23
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Information not known,630,6
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,"Not in education, employment or training",3950,37
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total ethnicity,Total care leavers,10750,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,140,20
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,60,8
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,190,25
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,40,6
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",300,42
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,730,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Education other than higher education,460,46
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,30,3
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,In training or employment,210,21
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Information not known,70,7
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",240,23
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total other ethnic group,Total care leavers,1010,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Education other than higher education,c,c
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,In training or employment,c,c
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total refused or information not yet available,Total care leavers,10,100
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Education other than higher education,1280,20
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,300,5
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,In training or employment,1710,26
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Information not known,360,5
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,"Not in education, employment or training",2880,44
2020,Reporting year,National,E92000001,England,19 years,Ethnicity,Total White,Total care leavers,6520,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Education other than higher education,770,30
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,210,8
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,In training or employment,620,24
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Information not known,340,13
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",640,25
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Asian or Asian British,Total care leavers,2570,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,1690,39
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,400,9
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,920,21
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,250,6
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",1040,24
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,4300,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Education other than higher education,6300,20
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,1920,6
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,In training or employment,8200,26
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Information not known,2780,9
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,"Not in education, employment or training",12040,39
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total ethnicity,Total care leavers,31240,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,300,14
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,210,10
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,580,27
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,160,8
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",890,42
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,2140,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Education other than higher education,920,32
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,120,4
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,In training or employment,700,25
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Information not known,420,15
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",690,24
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total other ethnic group,Total care leavers,2840,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Education other than higher education,10,25
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,In training or employment,10,22
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Information not known,10,28
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total refused or information not yet available,Total care leavers,30,100
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Education other than higher education,2620,14
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,990,5
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,In training or employment,5390,28
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Information not known,1580,8
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,"Not in education, employment or training",8780,45
2020,Reporting year,National,E92000001,England,19to21 years,Ethnicity,Total White,Total care leavers,19370,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Education other than higher education,250,27
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,70,7
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,In training or employment,240,26
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Information not known,130,14
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",230,25
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Asian or Asian British,Total care leavers,920,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,570,39
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,130,9
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,320,22
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,90,6
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",350,24
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1460,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Education other than higher education,2010,19
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,640,6
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,In training or employment,2830,27
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Information not known,890,9
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,"Not in education, employment or training",4080,39
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total ethnicity,Total care leavers,10460,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,90,13
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,80,10
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,200,28
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,50,8
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",300,41
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,720,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Education other than higher education,310,30
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,40,4
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In training or employment,260,26
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Information not known,150,15
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",260,26
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total other ethnic group,Total care leavers,1020,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Education other than higher education,c,c
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In training or employment,c,c
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total refused or information not yet available,Total care leavers,10,100
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Education other than higher education,790,13
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,330,5
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In training or employment,1810,29
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Information not known,470,7
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,"Not in education, employment or training",2930,46
2020,Reporting year,National,E92000001,England,20 years,Ethnicity,Total White,Total care leavers,6330,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Education other than higher education,110,16
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Higher education i.e. studies beyond A level,70,10
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In training or employment,180,27
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Information not known,120,18
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,"Not in education, employment or training",200,29
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Asian or Asian British,Total care leavers,680,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Education other than higher education,330,25
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Higher education i.e. studies beyond A level,170,13
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment,370,28
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Information not known,100,7
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British","Not in education, employment or training",360,27
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,"Total Black, African, Caribbean or Black British",Total care leavers,1320,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Education other than higher education,1200,12
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Higher education i.e. studies beyond A level,730,7
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In training or employment,2840,28
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Information not known,1250,12
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,"Not in education, employment or training",4020,40
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total ethnicity,Total care leavers,10040,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Education other than higher education,60,9
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Higher education i.e. studies beyond A level,80,11
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment,200,28
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Information not known,70,10
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,"Not in education, employment or training",290,42
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total Mixed or Multiple ethnic groups,Total care leavers,690,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Education other than higher education,150,18
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Higher education i.e. studies beyond A level,50,6
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In training or employment,220,27
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Information not known,200,25
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,"Not in education, employment or training",190,23
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total other ethnic group,Total care leavers,820,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Education other than higher education,c,c
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Higher education i.e. studies beyond A level,c,c
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In training or employment,c,c
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Information not known,c,c
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,"Not in education, employment or training",c,c
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total refused or information not yet available,Total care leavers,10,100
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Education other than higher education,550,8
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,360,6
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In an apprenticeship,z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In training or employment,1870,29
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),z,z
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Information not known,750,12
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,"Not in education, employment or training",2980,46
2020,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Total care leavers,6510,100
