URN,Provision Type,LA,Sector,GOR,Max/Estimated Places
SC033753,Residential Special School,Warwickshire,Local Authority,West Midlands,18
SC014584,Residential Special School,West Sussex,Voluntary,South East,15
SC026644,Residential special school (>295 days/year),Bristol City,Voluntary,South West,58
SC030367,Residential special school (>295 days/year),Gloucestershire,Voluntary,South West,42
SC012021,Residential special school (>295 days/year),Hampshire,Voluntary,South East,30
SC012939,Residential special school (>295 days/year),Northamptonshire,Voluntary,East Midlands,24
SC479070,Residential special school (>295 days/year),Oxfordshire,Private,South East,45
SC005042,Residential special school (>295 days/year),Staffordshire,Private,West Midlands,10
SC042921,Secure Children's Home,Lincolnshire,Local Authority,East Midlands,12
SC036740,Secure Children's Home,Nottinghamshire,Local Authority,East Midlands,18
SC048349,Voluntary Adoption Agency,Cheshire West and Chester,Voluntary,North West,0
SC049010,Voluntary Adoption Agency,Doncaster,Voluntary,Yorkshire and The Humber,0
SC049102,Voluntary Adoption Agency,Nottingham City,Voluntary,East Midlands,0
SC051421,Voluntary Adoption Agency,Solihull,Voluntary,West Midlands,0
SC359812,Children's Home,West Sussex,Private,South East,2
SC359832,Children's Home,West Sussex,Private,South East,3
SC417395,Children's Home,West Sussex,Private,South East,2
SC068223,Children's Home,Wigan,Private,North West,3
SC471725,Children's Home,Wiltshire,Private,South West,2
SC035954,Children's Home,Wirral,Local Authority,North West,9
SC054468,Children's Home,Wokingham,Private,South East,3
SC381667,Children's Home,Liverpool,Private,North West,4
SC028599,Children's Home,Luton,Private,East of England,4
SC033539,Children's Home,Manchester,Local Authority,North West,6
SC021679,Children's Home,Manchester,Private,North West,4
SC034627,Children's Home,Merton,Local Authority,London,7
SC022880,Children's Home,Newham,Private,London,6
SC415400,Children's Home,Gloucestershire,Local Authority,South West,6
SC061952,Children's Home,Gloucestershire,Private,South West,4
SC006879,Children's Home,Greenwich,Private,London,2
SC459354,Children's Home,Greenwich,Private,London,3
SC457183,Children's Home,Halton,Private,North West,1
SC482299,Children's Home,Hampshire,Private,South East,8
SC038690,Children's Home,Hampshire,Local Authority,South East,5
SC068046,Children's Home,Hampshire,Private,South East,1
SC363268,Children's Home,Hampshire,Private,South East,3
SC402135,Children's Home,Hampshire,Private,South East,4
SC010769,Children's Home,Haringey,Private,London,3
SC472417,Children's Home,Hartlepool,Local Authority,North East,4
SC356312,Children's Home,Herefordshire,Private,West Midlands,3
SC062128,Children's Home,Hounslow,Local Authority,London,6
SC023737,Children's Home,Kent,Private,South East,3
SC065517,Children's Home,Kent,Private,South East,6
SC066129,Children's Home,Kent,Private,South East,4
SC416915,Children's Home,Kent,Private,South East,7
SC419330,Children's Home,Kent,Private,South East,3
SC427331,Children's Home,Kent,Private,South East,3
SC034313,Children's Home,Kingston upon Hull,Local Authority,Yorkshire and The Humber,6
SC034495,Children's Home,Kingston upon Hull,Local Authority,Yorkshire and The Humber,8
SC356963,Children's Home,Kirklees,Local Authority,Yorkshire and The Humber,6
SC062939,Children's Home,Kirklees,Private,Yorkshire and The Humber,3
SC424759,Children's Home,Kirklees,Private,Yorkshire and The Humber,3
SC423442,Children's Home,Kirklees,Voluntary,Yorkshire and The Humber,5
SC022775,Children's Home,Lambeth,Private,London,6
SC035477,Children's Home,Lancashire,Local Authority,North West,6
SC034197,Children's Home,Lancashire,Private,North West,5
SC066428,Children's Home,Lancashire,Private,North West,5
SC476868,Children's Home,Lancashire,Private,North West,3
SC403890,Children's Home,Leeds,Private,Yorkshire and The Humber,4
SC053669,Children's Home,Leicester City,Private,East Midlands,6
SC437825,Children's Home,Leicestershire,Private,East Midlands,3
SC468325,Children's Home,Leicestershire,Private,East Midlands,3
SC476286,Children's Home,Leicestershire,Private,East Midlands,5
SC480784,Children's Home,Leicestershire,Private,East Midlands,4
SC370956,Children's Home,Lincolnshire,Private,East Midlands,4
SC473699,Children's Home,Lincolnshire,Private,East Midlands,3
SC066916,Children's Home,Liverpool,Private,North West,4
SC418612,Children's Home,Liverpool,Private,North West,4
SC465079,Children's Home,Middlesbrough,Private,North East,1
SC033642,Children's Home,Newcastle,Local Authority,North East,6
SC033645,Children's Home,Newcastle,Local Authority,North East,6
SC382595,Children's Home,Newcastle,Private,North East,5
SC068076,Children's Home,Norfolk,Local Authority,East of England,2
SC068955,Children's Home,Norfolk,Local Authority,East of England,2
SC456330,Children's Home,Norfolk,Private,East of England,4
SC471856,Children's Home,Norfolk,Private,East of England,6
SC449096,Children's Home,Durham,Local Authority,North East,4
SC059180,Children's Home,Durham,Private,North East,5
SC417031,Children's Home,Durham,Private,North East,4
SC458415,Children's Home,Durham,Voluntary,North East,6
SC069474,Children's Home,East Sussex,Private,South East,3
SC477900,Children's Home,Essex,Private,East of England,3
SC476303,Children's Home,Gateshead,Private,North East,3
SC442279,Children's Home,Gloucestershire,Local Authority,South West,4
SC457175,Children's Home,Halton,Private,North West,1
SC457182,Children's Home,Halton,Private,North West,1
SC461787,Children's Home,Halton,Private,North West,4
SC035593,Children's Home,Hampshire,Private,South East,4
SC439536,Children's Home,Hampshire,Private,South East,6
SC028460,Children's Home,Haringey,Private,London,4
SC033919,Children's Home,Harrow,Local Authority,London,5
SC457025,Children's Home,Herefordshire,Private,West Midlands,4
SC476486,Children's Home,Herefordshire,Private,West Midlands,7
SC409851,Children's Home,Hounslow,Private,London,4
SC395944,Children's Home,Isle of Wight,Local Authority,South East,12
SC477205,Children's Home,Kensington & Chelsea,Local Authority,London,5
SC403850,Children's Home,Kent,Local Authority,South East,6
SC023735,Children's Home,Kent,Private,South East,2
SC059037,Children's Home,Kent,Private,South East,4
SC068803,Children's Home,Kent,Private,South East,4
SC357981,Children's Home,Kent,Private,South East,4
SC457639,Children's Home,Kent,Private,South East,7
SC064081,Children's Home,Kent,Voluntary,South East,7
SC425786,Children's Home,Kent,Voluntary,South East,9
SC033387,Children's Home,Kirklees,Local Authority,Yorkshire and The Humber,8
SC063883,Children's Home,Kirklees,Private,Yorkshire and The Humber,3
SC431931,Children's Home,Knowsley,Private,North West,3
SC061803,Children's Home,Lancashire,Private,North West,5
SC063759,Children's Home,Lancashire,Private,North West,2
SC066115,Children's Home,Lancashire,Private,North West,4
SC375824,Children's Home,Lancashire,Private,North West,6
SC412979,Children's Home,Lancashire,Private,North West,4
SC416318,Children's Home,Lancashire,Private,North West,4
SC421197,Children's Home,Lancashire,Private,North West,4
SC033438,Children's Home,Leeds,Local Authority,Yorkshire and The Humber,12
SC038961,Children's Home,Leicester City,Local Authority,East Midlands,10
SC039025,Children's Home,Leicester City,Local Authority,East Midlands,6
SC458348,Children's Home,Leicester City,Private,East Midlands,4
SC049382,Children's Home,Leicestershire,Private,East Midlands,3
SC065112,Children's Home,Leicestershire,Private,East Midlands,5
SC411194,Children's Home,Leicestershire,Private,East Midlands,4
SC472060,Children's Home,Leicestershire,Private,East Midlands,4
SC363422,Children's Home,Lincolnshire,Private,East Midlands,3
SC367456,Children's Home,Lincolnshire,Private,East Midlands,5
SC025417,Children's Home,Liverpool,Private,North West,4
SC374939,Children's Home,Liverpool,Private,North West,3
SC473460,Children's Home,Enfield,Private,London,4
SC067810,Children's Home,Barking & Dagenham,Private,London,7
SC457012,Children's Home,Essex,Private,East of England,3
SC458028,Children's Home,Essex,Private,East of England,3
SC461846,Children's Home,Essex,Private,East of England,6
SC471153,Children's Home,Essex,Private,East of England,2
SC471164,Children's Home,Essex,Private,East of England,3
SC036773,Children's Home,Gateshead,Local Authority,North East,5
SC028868,Children's Home,Gloucestershire,Private,South West,4
SC456964,Children's Home,Halton,Private,North West,2
SC066277,Children's Home,Hampshire,Local Authority,South East,9
SC012001,Children's Home,Hampshire,Private,South East,6
SC393567,Children's Home,Hampshire,Private,South East,5
SC010762,Children's Home,Haringey,Private,London,6
SC062074,Children's Home,Herefordshire,Private,West Midlands,4
SC398315,Children's Home,Herefordshire,Private,West Midlands,3
SC457074,Children's Home,Herefordshire,Private,West Midlands,4
SC032502,Children's Home,Hillingdon,Local Authority,London,13
SC023644,Children's Home,Kent,Private,South East,6
SC023645,Children's Home,Kent,Private,South East,7
SC023746,Children's Home,Kent,Private,South East,3
SC024089,Children's Home,Kent,Private,South East,4
SC425071,Children's Home,Kent,Private,South East,6
SC460671,Children's Home,Kent,Private,South East,2
SC469396,Children's Home,Kent,Private,South East,4
SC473891,Children's Home,Kent,Private,South East,2
SC034746,Children's Home,Kingston upon Hull,Local Authority,Yorkshire and The Humber,6
SC384924,Children's Home,Kirklees,Private,Yorkshire and The Humber,2
SC436212,Children's Home,Kirklees,Private,Yorkshire and The Humber,6
SC052744,Children's Home,Knowsley,Private,North West,5
SC405448,Children's Home,Knowsley,Private,North West,5
SC471289,Children's Home,Knowsley,Voluntary,North West,4
SC039134,Children's Home,Lancashire,Local Authority,North West,4
SC039676,Children's Home,Lancashire,Local Authority,North West,10
SC359836,Children's Home,Lancashire,Local Authority,North West,6
SC006010,Children's Home,Lancashire,Private,North West,1
SC006011,Children's Home,Lancashire,Private,North West,2
SC403462,Children's Home,Lancashire,Private,North West,5
SC403956,Children's Home,Lancashire,Private,North West,2
SC436745,Children's Home,Lancashire,Private,North West,6
SC479081,Children's Home,Lancashire,Private,North West,2
SC437645,Children's Home,Leeds,Private,Yorkshire and The Humber,4
SC001531,Children's Home,Leeds,Voluntary,Yorkshire and The Humber,7
SC039001,Children's Home,Leicester City,Local Authority,East Midlands,7
SC039056,Children's Home,Leicester City,Local Authority,East Midlands,9
SC042978,Children's Home,Lincolnshire,Local Authority,East Midlands,5
SC064549,Children's Home,Luton,Voluntary,East of England,6
SC451174,Children's Home,Manchester,Private,North West,2
SC472392,Children's Home,Middlesbrough,Local Authority,North East,4
SC454266,Children's Home,Middlesbrough,Private,North East,4
SC036804,Children's Home,Gateshead,Local Authority,North East,6
SC036347,Children's Home,Gloucestershire,Local Authority,South West,6
SC030650,Children's Home,Gloucestershire,Private,South West,5
SC382159,Children's Home,Greenwich,Private,London,5
SC456729,Children's Home,Halton,Private,North West,3
SC033174,Children's Home,Hampshire,Local Authority,South East,5
SC066481,Children's Home,Hampshire,Private,South East,4
SC461781,Children's Home,Hampshire,Private,South East,4
SC480502,Children's Home,Hampshire,Private,South East,4
SC461118,Children's Home,Hartlepool,Private,North East,3
SC062223,Children's Home,Herefordshire,Private,West Midlands,7
SC456953,Children's Home,Herefordshire,Private,West Midlands,4
SC457923,Children's Home,Herefordshire,Private,West Midlands,4
SC400301,Children's Home,Hertfordshire,Local Authority,East of England,7
SC456349,Children's Home,Hertfordshire,Private,East of England,3
SC019441,Children's Home,Hertfordshire,Voluntary,East of England,5
SC426172,Children's Home,Hertfordshire,Voluntary,East of England,6
SC439282,Children's Home,Kent,Local Authority,South East,4
SC385631,Children's Home,Kent,Private,South East,4
SC401927,Children's Home,Kent,Private,South East,4
SC413106,Children's Home,Kent,Private,South East,6
SC455930,Children's Home,Kirklees,Private,Yorkshire and The Humber,1
SC473810,Children's Home,Knowsley,Private,North West,3
SC468624,Children's Home,Lambeth,Private,London,5
SC035428,Children's Home,Lancashire,Local Authority,North West,4
SC035454,Children's Home,Lancashire,Local Authority,North West,4
SC039680,Children's Home,Lancashire,Local Authority,North West,10
SC006019,Children's Home,Lancashire,Private,North West,6
SC400880,Children's Home,Lancashire,Private,North West,4
SC407030,Children's Home,Lancashire,Private,North West,4
SC407551,Children's Home,Lancashire,Private,North West,10
SC411046,Children's Home,Lancashire,Private,North West,3
SC442401,Children's Home,Lancashire,Private,North West,5
SC443959,Children's Home,Lancashire,Private,North West,8
SC454538,Children's Home,Lancashire,Private,North West,9
SC033657,Children's Home,Leeds,Local Authority,Yorkshire and The Humber,5
SC001452,Children's Home,Leeds,Private,Yorkshire and The Humber,8
SC428895,Children's Home,Leeds,Private,Yorkshire and The Humber,3
SC062193,Children's Home,Leicestershire,Private,East Midlands,2
SC062199,Children's Home,Leicestershire,Private,East Midlands,2
SC032069,Children's Home,Leicestershire,Voluntary,East Midlands,8
SC042967,Children's Home,Lincolnshire,Local Authority,East Midlands,6
SC043732,Children's Home,Lincolnshire,Local Authority,East Midlands,7
SC032240,Children's Home,Liverpool,Local Authority,North West,6
SC059261,Children's Home,Liverpool,Private,North West,5
SC461716,Children's Home,Liverpool,Private,North West,1
SC033120,Children's Home,Luton,Local Authority,East of England,5
SC435572,Children's Home,Luton,Private,East of England,3
SC021683,Children's Home,Manchester,Private,North West,4
SC065883,Children's Home,Norfolk,Local Authority,East of England,9
SC424897,Children's Home,Norfolk,Private,East of England,5
SC443758,Children's Home,Norfolk,Private,East of England,8
SC063814,Children's Home,Norfolk,Voluntary,East of England,4
SC424271,Children's Home,Norfolk,Voluntary,East of England,4
SC069618,Children's Home,North East Lincolnshire,Local Authority,Yorkshire and The Humber,1
SC008132,Children's Home,North Somerset,Voluntary,South West,4
SC456477,Children's Home,North Yorkshire,Private,Yorkshire and The Humber,4
SC465287,Children's Home,Northamptonshire,Health Authority,East Midlands,6
SC034744,Children's Home,Northamptonshire,Local Authority,East Midlands,8
SC059203,Children's Home,Northumberland,Local Authority,North East,6
SC065312,Children's Home,Northumberland,Private,North East,8
SC034969,Children's Home,Nottingham City,Local Authority,East Midlands,4
SC357077,Children's Home,Nottingham City,Private,East Midlands,4
SC449954,Children's Home,Nottingham City,Private,East Midlands,3
SC404119,Children's Home,Nottinghamshire,Private,East Midlands,1
SC475335,Children's Home,Nottinghamshire,Private,East Midlands,4
SC482296,Children's Home,Oxfordshire,Private,South East,8
SC069128,Children's Home,Oxfordshire,Voluntary,South East,7
SC058778,Children's Home,Peterborough,Local Authority,East of England,8
SC407326,Children's Home,Peterborough,Private,East of England,3
SC454900,Children's Home,Plymouth,Local Authority,South West,6
SC052946,Children's Home,Redbridge,Private,London,5
SC032531,Children's Home,Rochdale,Local Authority,North West,1
SC034825,Children's Home,Rochdale,Local Authority,North West,5
SC034922,Children's Home,Rochdale,Local Authority,North West,4
SC065189,Children's Home,Rochdale,Private,North West,2
SC390577,Children's Home,Rochdale,Private,North West,2
SC361212,Children's Home,Sandwell,Voluntary,West Midlands,3
SC064663,Children's Home,Sefton,Private,North West,6
SC425985,Children's Home,Sefton,Voluntary,North West,7
SC002930,Children's Home,Sheffield,Private,Yorkshire and The Humber,9
SC068032,Children's Home,Shropshire,Private,West Midlands,6
SC366093,Children's Home,Shropshire,Private,West Midlands,3
SC372661,Children's Home,Shropshire,Private,West Midlands,1
SC396721,Children's Home,Shropshire,Private,West Midlands,1
SC398392,Children's Home,Shropshire,Private,West Midlands,3
SC464958,Children's Home,Shropshire,Private,West Midlands,6
SC474338,Children's Home,Shropshire,Private,West Midlands,3
SC059437,Children's Home,Somerset,Private,South West,3
SC411208,Children's Home,Somerset,Private,South West,4
SC022438,Children's Home,St. Helens,Private,North West,1
SC005040,Children's Home,Staffordshire,Private,West Midlands,4
SC356327,Children's Home,Staffordshire,Private,West Midlands,3
SC371723,Children's Home,Staffordshire,Private,West Midlands,3
SC408622,Children's Home,Staffordshire,Private,West Midlands,5
SC436551,Children's Home,Staffordshire,Private,West Midlands,3
SC447169,Children's Home,Staffordshire,Private,West Midlands,3
SC038750,Children's Home,Hampshire,Local Authority,South East,6
SC039214,Children's Home,Hampshire,Local Authority,South East,13
SC412476,Children's Home,Hampshire,Private,South East,4
SC472102,Children's Home,Hampshire,Private,South East,14
SC480705,Children's Home,Hampshire,Private,South East,3
SC482301,Children's Home,Hampshire,Private,South East,6
SC058603,Children's Home,Havering,Private,London,6
SC402385,Children's Home,Herefordshire,Private,West Midlands,5
SC402426,Children's Home,Herefordshire,Private,West Midlands,5
SC068789,Children's Home,Hillingdon,Local Authority,London,8
SC033441,Children's Home,Kensington & Chelsea,Local Authority,London,7
SC023654,Children's Home,Kent,Private,South East,7
SC023744,Children's Home,Kent,Private,South East,3
SC465579,Children's Home,Kent,Private,South East,3
SC473404,Children's Home,Kent,Private,South East,4
SC063890,Children's Home,Kirklees,Private,Yorkshire and The Humber,5
SC039689,Children's Home,Lancashire,Local Authority,North West,6
SC009653,Children's Home,Lancashire,Private,North West,6
SC042795,Children's Home,Lancashire,Private,North West,4
SC428196,Children's Home,Lancashire,Private,North West,4
SC480429,Children's Home,Lancashire,Private,North West,1
SC033370,Children's Home,Leeds,Local Authority,Yorkshire and The Humber,5
SC439535,Children's Home,North Yorkshire,Private,Yorkshire and The Humber,5
SC377702,Children's Home,Lewisham,Private,London,6
SC419429,Children's Home,Lincolnshire,Private,East Midlands,4
SC436386,Children's Home,Lincolnshire,Private,East Midlands,4
SC035969,Children's Home,Liverpool,Local Authority,North West,7
SC059494,Children's Home,Liverpool,Private,North West,6
SC433290,Children's Home,Manchester,Private,North West,6
SC472381,Children's Home,Middlesbrough,Local Authority,North East,3
SC042590,Children's Home,Middlesbrough,Private,North East,4
SC457434,Children's Home,Middlesbrough,Private,North East,1
SC022881,Children's Home,Newham,Private,London,7
SC063219,Children's Home,Newham,Private,London,5
SC361385,Children's Home,Norfolk,Private,East of England,5
SC431228,Children's Home,Norfolk,Private,East of England,6
SC025718,Children's Home,Norfolk,Voluntary,East of England,4
SC038564,Children's Home,North Tyneside,Local Authority,North East,6
SC362997,Children's Home,North Yorkshire,Private,Yorkshire and The Humber,4
SC374180,Children's Home,Northamptonshire,Local Authority,East Midlands,6
SC408263,Children's Home,Northamptonshire,Private,East Midlands,5
SC035375,Children's Home,Northumberland,Local Authority,North East,8
SC005553,Children's Home,Oldham,Private,North West,7
SC064530,Children's Home,Oldham,Private,North West,2
SC013059,Children's Home,Oxfordshire,Private,South East,8
SC013143,Children's Home,Oxfordshire,Voluntary,South East,6
SC471038,Children's Home,Plymouth,Private,South West,1
SC037762,Children's Home,Portsmouth,Local Authority,South East,7
SC025938,Children's Home,Redbridge,Private,London,6
SC373941,Children's Home,East Sussex,Local Authority,South East,4
SC060282,Children's Home,Essex,Private,East of England,5
SC393940,Children's Home,Essex,Private,East of England,5
SC417351,Children's Home,Essex,Private,East of England,3
SC433004,Children's Home,Essex,Private,East of England,3
SC441773,Children's Home,Essex,Private,East of England,3
SC457015,Children's Home,Essex,Private,East of England,2
SC458027,Children's Home,Essex,Private,East of England,3
SC462951,Children's Home,Essex,Private,East of England,3
SC036917,Children's Home,Greenwich,Local Authority,London,5
SC386134,Children's Home,Greenwich,Private,London,5
SC036504,Children's Home,Haringey,Local Authority,London,6
SC039213,Children's Home,Haringey,Private,London,6
SC433923,Children's Home,Herefordshire,Private,West Midlands,4
SC365647,Children's Home,Hertfordshire,Voluntary,East of England,3
SC432331,Children's Home,Hertfordshire,Voluntary,East of England,6
SC023646,Children's Home,Kent,Private,South East,8
SC023745,Children's Home,Kent,Private,South East,3
SC040175,Children's Home,Kent,Private,South East,8
SC063116,Children's Home,Kent,Private,South East,6
SC368637,Children's Home,Kent,Private,South East,3
SC403905,Children's Home,Kent,Private,South East,5
SC438648,Children's Home,Kent,Private,South East,2
SC475223,Children's Home,Kent,Private,South East,54
SC023636,Children's Home,Kent,Voluntary,South East,10
SC037369,Children's Home,Kent,Voluntary,South East,9
SC034441,Children's Home,Kirklees,Local Authority,Yorkshire and The Humber,8
SC460593,Children's Home,Kirklees,Private,Yorkshire and The Humber,3
SC356929,Children's Home,Knowsley,Private,North West,3
SC039683,Children's Home,Lancashire,Local Authority,North West,6
SC064735,Children's Home,Lancashire,Local Authority,North West,6
SC010090,Children's Home,Lancashire,Private,North West,4
SC044224,Children's Home,Lancashire,Private,North West,4
SC054728,Children's Home,Lancashire,Private,North West,6
SC059945,Children's Home,Lancashire,Private,North West,3
SC402817,Children's Home,Lancashire,Private,North West,4
SC441717,Children's Home,Lancashire,Private,North West,4
SC442402,Children's Home,Lancashire,Private,North West,2
SC423741,Children's Home,Leeds,Private,Yorkshire and The Humber,3
SC039038,Children's Home,Leicester City,Local Authority,East Midlands,7
SC056128,Children's Home,Leicestershire,Private,East Midlands,2
SC061431,Children's Home,Leicestershire,Private,East Midlands,3
SC025420,Children's Home,Liverpool,Private,North West,6
SC027252,Children's Home,Merton,Private,London,4
SC472374,Children's Home,Middlesbrough,Local Authority,North East,4
SC455864,Children's Home,Middlesbrough,Private,North East,8
SC414738,Children's Home,Milton Keynes,Private,South East,4
SC465588,Children's Home,Milton Keynes,Private,South East,4
SC359465,Children's Home,Newcastle,Voluntary,North East,12
SC037543,Children's Home,Newham,Private,London,3
SC466307,Children's Home,Devon,Private,South West,8
SC032132,Children's Home,Doncaster,Local Authority,Yorkshire and The Humber,5
SC418605,Children's Home,Durham,Private,North East,3
SC457573,Children's Home,Durham,Private,North East,3
SC365001,Children's Home,East Sussex,Private,South East,6
SC423453,Children's Home,Essex,Private,East of England,4
SC462729,Children's Home,Essex,Private,East of England,4
SC007293,Children's Home,Waltham Forest,Private,London,4
SC359818,Children's Home,Wolverhampton,Private,West Midlands,4
SC061273,Further Education College,Hampshire,Voluntary,South East,14
SC043659,Further Education College,Leicestershire,Local Authority,East Midlands,47
SC383749,Independent Fostering Agency,Bracknell Forest,Private,South East,0
SC061988,Independent Fostering Agency,Bradford,Private,Yorkshire and The Humber,0
SC068456,Independent Fostering Agency,Bradford,Voluntary,Yorkshire and The Humber,0
SC386258,Children's Home,Suffolk,Private,East of England,6
SC429752,Children's Home,Suffolk,Private,East of England,4
SC443009,Children's Home,Suffolk,Private,East of England,6
SC034012,Children's Home,Tameside,Local Authority,North West,3
SC005567,Children's Home,Tameside,Private,North West,4
SC020576,Children's Home,Telford & Wrekin,Private,West Midlands,5
SC468019,Children's Home,Telford & Wrekin,Private,West Midlands,4
SC007284,Children's Home,Waltham Forest,Private,London,6
SC063059,Children's Home,Warrington,Private,North West,4
SC456157,Children's Home,Warrington,Private,North West,6
SC472139,Children's Home,West Berkshire (Newbury),Private,South East,2
SC418700,Children's Home,West Sussex,Private,South East,5
SC040982,Children's Home,Wigan,Local Authority,North West,5
SC407430,Children's Home,Wiltshire,Private,South West,4
SC472073,Children's Home,Wiltshire,Private,South West,1
SC063318,Children's Home,Wirral,Private,North West,3
SC065780,Children's Home,Wirral,Private,North West,3
SC461275,Children's Home,Staffordshire,Private,West Midlands,2
SC037396,Children's Home,Worcestershire,Local Authority,West Midlands,4
SC037467,Children's Home,Worcestershire,Local Authority,West Midlands,9
SC356781,Children's Home,Worcestershire,Local Authority,West Midlands,8
SC479244,Children's Home,Worcestershire,Local Authority,West Midlands,3
SC441514,Children's Home,Worcestershire,Private,West Midlands,3
SC061955,Further Education College,Devon,Private,South West,254
SC050563,Further Education College,Herefordshire,Voluntary,West Midlands,30
SC062448,Further Education College,North Lincolnshire,Voluntary,Yorkshire and The Humber,121
SC054502,Further Education College,South Tyneside,Local Authority,North East,45
SC415679,Independent Fostering Agency,Bexley,Private,London,0
SC374424,Independent Fostering Agency,Buckinghamshire,Private,South East,0
SC358723,Independent Fostering Agency,Darlington,Private,North East,0
SC064929,Independent Fostering Agency,Enfield,Private,London,0
SC031143,Independent Fostering Agency,Hackney,Private,London,0
SC039271,Independent Fostering Agency,Hampshire,Private,South East,0
SC036638,Independent Fostering Agency,Kent,Private,South East,0
SC463937,Independent Fostering Agency,Kent,Private,South East,0
SC033542,Independent Fostering Agency,Newcastle,Voluntary,North East,0
SC442774,Independent Fostering Agency,Norfolk,Private,East of England,0
SC477026,Independent Fostering Agency,Norfolk,Private,East of England,0
SC065333,Independent Fostering Agency,Oldham,Private,North West,0
SC041354,Independent Fostering Agency,Redbridge,Private,London,0
SC406244,Independent Fostering Agency,Rochdale,Private,North West,0
SC456174,Independent Fostering Agency,Sheffield,Private,Yorkshire and The Humber,0
SC066812,Independent Fostering Agency,Sunderland,Private,North East,0
SC059535,Independent Fostering Agency,Surrey,Private,South East,0
SC471401,Independent Fostering Agency,Swindon,Private,South West,0
SC404512,Residential Family Centre,Croydon,Private,London,7
SC367715,Residential Family Centre,Kent,Private,South East,7
SC047194,Residential Family Centre,Lambeth,Voluntary,London,4
SC461865,Children's Home,Redbridge,Private,London,5
SC467847,Children's Home,Redbridge,Private,London,5
SC468315,Children's Home,Redbridge,Private,London,4
SC382807,Children's Home,Rochdale,Private,North West,2
SC456405,Children's Home,Rochdale,Private,North West,2
SC456542,Children's Home,Rochdale,Private,North West,1
SC428599,Children's Home,Salford,Private,North West,5
SC413985,Children's Home,Salford,Voluntary,North West,5
SC404994,Children's Home,Sandwell,Voluntary,West Midlands,3
SC066469,Children's Home,Sheffield,Private,Yorkshire and The Humber,3
SC062288,Children's Home,Shropshire,Private,West Midlands,3
SC367679,Children's Home,Shropshire,Private,West Midlands,2
SC474041,Children's Home,Shropshire,Private,West Midlands,1
SC029950,Children's Home,Somerset,Local Authority,South West,6
SC363391,Children's Home,Somerset,Private,South West,4
SC386428,Children's Home,Somerset,Private,South West,3
SC386651,Children's Home,Somerset,Private,South West,1
SC063498,Children's Home,St. Helens,Private,North West,1
SC032068,Children's Home,Staffordshire,Private,West Midlands,14
SC038973,Children's Home,Staffordshire,Private,West Midlands,1
SC044745,Children's Home,Staffordshire,Private,West Midlands,6
SC062406,Children's Home,Staffordshire,Private,West Midlands,3
SC063653,Children's Home,Staffordshire,Private,West Midlands,2
SC398481,Children's Home,Staffordshire,Private,West Midlands,5
SC412385,Children's Home,Staffordshire,Private,West Midlands,2
SC440014,Children's Home,Staffordshire,Private,West Midlands,3
SC472325,Children's Home,Staffordshire,Private,West Midlands,2
SC474179,Children's Home,Staffordshire,Private,West Midlands,4
SC478001,Children's Home,Staffordshire,Private,West Midlands,4
SC057804,Children's Home,Staffordshire,Voluntary,West Midlands,5
SC394478,Children's Home,Stockport,Private,North West,3
SC411074,Children's Home,Stoke on Trent,Private,West Midlands,2
SC032715,Children's Home,Sunderland,Local Authority,North East,6
SC040633,Children's Home,Surrey,Local Authority,South East,5
SC040638,Children's Home,Surrey,Local Authority,South East,6
SC370703,Children's Home,Surrey,Local Authority,South East,20
SC013598,Children's Home,Surrey,Voluntary,South East,14
SC034108,Children's Home,Tameside,Local Authority,North West,6
SC066881,Children's Home,Telford & Wrekin,Private,West Midlands,2
SC457567,Children's Home,Torbay,Private,South West,1
SC032496,Children's Home,Trafford,Local Authority,North West,6
SC060811,Children's Home,Wakefield,Private,Yorkshire and The Humber,2
SC379274,Children's Home,Wakefield,Private,Yorkshire and The Humber,4
SC036551,Children's Home,Walsall,Local Authority,West Midlands,4
SC036584,Children's Home,Walsall,Local Authority,West Midlands,4
SC041114,Children's Home,Walsall,Private,West Midlands,4
SC028598,Children's Home,Waltham Forest,Private,London,4
SC442777,Children's Home,Warrington,Local Authority,North West,3
SC026991,Children's Home,Warrington,Private,North West,4
SC043972,Children's Home,Manchester,Private,North West,5
SC426684,Children's Home,Manchester,Private,North West,3
SC433376,Children's Home,Manchester,Private,North West,6
SC463692,Children's Home,Milton Keynes,Local Authority,South East,8
SC391379,Children's Home,Milton Keynes,Private,South East,4
SC465475,Children's Home,Newcastle,Private,North East,6
SC462583,Children's Home,Norfolk,Local Authority,East of England,4
SC450994,Children's Home,Norfolk,Private,East of England,4
SC450991,Children's Home,Norfolk,Voluntary,East of England,8
SC030945,Children's Home,North Yorkshire,Private,Yorkshire and The Humber,6
SC403907,Children's Home,Northamptonshire,Private,East Midlands,5
SC472275,Children's Home,Northamptonshire,Private,East Midlands,5
SC427165,Children's Home,Nottingham City,Local Authority,East Midlands,3
SC470928,Children's Home,Nottingham City,Local Authority,East Midlands,4
SC374405,Children's Home,Nottingham City,Private,East Midlands,4
SC390190,Children's Home,Nottinghamshire,Private,East Midlands,3
SC462149,Children's Home,Nottinghamshire,Private,East Midlands,2
SC061770,Children's Home,Peterborough,Private,East of England,4
SC477025,Children's Home,Peterborough,Private,East of England,6
SC411832,Children's Home,Redbridge,Private,London,4
SC034851,Children's Home,Rochdale,Local Authority,North West,5
