time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,cla_group,placement_stability,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",102,62
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,164,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 2 years on 31 March,Total children,386,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,120,31
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA on 31 March,Total children,529,100
2020,Reporting year,Local authority,E92000001,England,E12000009,South West,933,Somerset,E10000027,CLA on 31 March,With 3 or more placements during the year,83,16
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,0,z
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 2 years on 31 March,Total children,9,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA on 31 March,Total children,24,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,City of London,E09000001,CLA on 31 March,With 3 or more placements during the year,c,c
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",25,76
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,33,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 2 years on 31 March,Total children,109,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,25,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA on 31 March,Total children,189,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,Camden,E09000007,CLA on 31 March,With 3 or more placements during the year,18,10
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",72,62
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,117,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 2 years on 31 March,Total children,276,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,67,24
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA on 31 March,Total children,431,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,Hackney,E09000012,CLA on 31 March,With 3 or more placements during the year,54,13
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",32,67
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,48,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 2 years on 31 March,Total children,155,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,36,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA on 31 March,Total children,256,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,Hammersmith and Fulham,E09000013,CLA on 31 March,With 3 or more placements during the year,29,11
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",120,76
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,158,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 2 years on 31 March,Total children,302,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,53,18
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA on 31 March,Total children,403,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,Haringey,E09000014,CLA on 31 March,With 3 or more placements during the year,38,9
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",67,72
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,93,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 2 years on 31 March,Total children,223,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,52,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA on 31 March,Total children,365,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,Islington,E09000019,CLA on 31 March,With 3 or more placements during the year,35,10
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",9,50
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,18,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 2 years on 31 March,Total children,57,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,14,25
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA on 31 March,Total children,106,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,Kensington and Chelsea,E09000020,CLA on 31 March,With 3 or more placements during the year,6,6
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",79,73
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,108,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 2 years on 31 March,Total children,257,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,65,25
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA on 31 March,Total children,361,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,Lambeth,E09000022,CLA on 31 March,With 3 or more placements during the year,41,11
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",104,71
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,146,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 2 years on 31 March,Total children,348,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,72,21
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA on 31 March,Total children,473,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,Lewisham,E09000023,CLA on 31 March,With 3 or more placements during the year,29,6
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",59,60
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,98,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 2 years on 31 March,Total children,266,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,85,32
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA on 31 March,Total children,411,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,Newham,E09000025,CLA on 31 March,With 3 or more placements during the year,57,14
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",116,65
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,179,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 2 years on 31 March,Total children,320,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,80,25
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA on 31 March,Total children,458,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,Southwark,E09000028,CLA on 31 March,With 3 or more placements during the year,79,17
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",58,73
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,80,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 2 years on 31 March,Total children,210,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,48,23
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA on 31 March,Total children,307,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,Tower Hamlets,E09000030,CLA on 31 March,With 3 or more placements during the year,37,12
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",49,63
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,78,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 2 years on 31 March,Total children,190,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,51,27
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA on 31 March,Total children,277,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,Wandsworth,E09000032,CLA on 31 March,With 3 or more placements during the year,33,12
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",33,77
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,43,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 2 years on 31 March,Total children,123,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,26,21
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA on 31 March,Total children,220,100
2020,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,Westminster,E09000033,CLA on 31 March,With 3 or more placements during the year,27,12
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",98,75
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,131,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 2 years on 31 March,Total children,282,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,59,21
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA on 31 March,Total children,402,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,Barking and Dagenham,E09000002,CLA on 31 March,With 3 or more placements during the year,36,9
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",43,64
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,67,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 2 years on 31 March,Total children,191,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,47,25
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA on 31 March,Total children,327,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,Barnet,E09000003,CLA on 31 March,With 3 or more placements during the year,38,12
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",43,69
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,62,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 2 years on 31 March,Total children,140,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,29,21
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA on 31 March,Total children,221,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,Bexley,E09000004,CLA on 31 March,With 3 or more placements during the year,21,10
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",51,78
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,65,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 2 years on 31 March,Total children,205,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,66,32
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA on 31 March,Total children,299,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,Brent,E09000005,CLA on 31 March,With 3 or more placements during the year,48,16
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",52,56
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,93,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 2 years on 31 March,Total children,234,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,62,26
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA on 31 March,Total children,330,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,Bromley,E09000006,CLA on 31 March,With 3 or more placements during the year,34,10
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",99,76
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,130,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 2 years on 31 March,Total children,544,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,111,20
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA on 31 March,Total children,791,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,Croydon,E09000008,CLA on 31 March,With 3 or more placements during the year,68,9
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",77,77
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,100,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 2 years on 31 March,Total children,229,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,40,17
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA on 31 March,Total children,332,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,Ealing,E09000009,CLA on 31 March,With 3 or more placements during the year,29,9
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",62,65
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,96,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 2 years on 31 March,Total children,233,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,65,28
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA on 31 March,Total children,372,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,Enfield,E09000010,CLA on 31 March,With 3 or more placements during the year,36,10
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",136,74
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,185,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 2 years on 31 March,Total children,357,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,75,21
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA on 31 March,Total children,461,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,Greenwich,E09000011,CLA on 31 March,With 3 or more placements during the year,36,8
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",23,70
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,33,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 2 years on 31 March,Total children,93,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,24,26
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA on 31 March,Total children,186,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,Harrow,E09000015,CLA on 31 March,With 3 or more placements during the year,22,12
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",56,69
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,81,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 2 years on 31 March,Total children,157,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,41,26
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA on 31 March,Total children,232,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,Havering,E09000016,CLA on 31 March,With 3 or more placements during the year,33,14
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,66
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,61,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 2 years on 31 March,Total children,206,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,56,27
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA on 31 March,Total children,338,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,Hillingdon,E09000017,CLA on 31 March,With 3 or more placements during the year,35,10
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",38,67
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,57,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 2 years on 31 March,Total children,183,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,55,30
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA on 31 March,Total children,269,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,Hounslow,E09000018,CLA on 31 March,With 3 or more placements during the year,28,10
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",19,68
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,Children looked after continuously for at least 2.5 years at 31 March aged under 16 years,Total children,28,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 2 years on 31 March,Total children,83,100
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA 2 years on 31 March,With 3 or more placements during the previous 2 years,22,27
2020,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,Kingston upon Thames,E09000021,CLA on 31 March,Total children,125,100
