LA,LA Name,ReturnStatus,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
889,Blackburn with Darwen,Submitted,11,Other children looked after services,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,15,Advocacy services for children looked after,6337.81,0,0,0,6337.81,0,6337.81,0,0,6337.81
889,Blackburn with Darwen,Submitted,16,Education of looked after children,196859.97,0,0,0,196859.97,4500,192359.97,0,0,192359.97
889,Blackburn with Darwen,Submitted,17,Leaving care support services,1271872.86,0,0,0,1271872.86,0,1271872.86,57772.8,0,1214100.06
889,Blackburn with Darwen,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,19,Total Children Looked After,7510789.7,0,0,0,7510789.7,32277.6,7478512.1,57772.8,0,7420739.3
889,Blackburn with Darwen,Submitted,20,Child death review processes,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,21,LA functions in relation to child protection,781631.79,0,0,0,781631.79,0,781631.79,0,0,781631.79
889,Blackburn with Darwen,Submitted,22,Local safeguarding childrens board,250871.63,0,0,0,250871.63,350741.76,-99870.13,0,0,-99870.13
889,Blackburn with Darwen,Submitted,23,Total Children and Young People's Safety,1032503.42,0,0,0,1032503.42,350741.76,681761.66,0,0,681761.66
889,Blackburn with Darwen,Submitted,24,Direct payments,197929.73,0,0,0,197929.73,0,197929.73,0,0,197929.73
889,Blackburn with Darwen,Submitted,25,Short breaks (respite) for disabled children,981048.97,0,0,0,981048.97,0,981048.97,531730,0,449318.97
889,Blackburn with Darwen,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,27,Equiptment and adaptations,61669.93,0,0,0,61669.93,0,61669.93,0,0,61669.93
889,Blackburn with Darwen,Submitted,28,Other family support services,878425.94,39307.2,0,319185.95,1236919.09,47000,1189919.09,0,0,1189919.09
889,Blackburn with Darwen,Submitted,29,Contribution to health care of individual children,45642,0,0,0,45642,0,45642,0,45642,0
889,Blackburn with Darwen,Submitted,30,Total Family Support Services,2164716.57,39307.2,0,319185.95,2523209.72,47000,2476209.72,531730,45642,1898837.72
889,Blackburn with Darwen,Submitted,31,Adoption services,1174960.97,0,0,0,1174960.97,76500,1098460.97,0,0,1098460.97
889,Blackburn with Darwen,Submitted,32,Special guardianship support,402876.01,0,0,0,402876.01,0,402876.01,0,0,402876.01
889,Blackburn with Darwen,Submitted,33,Other children's and families services,126833.23,0,259900.06,0,386733.29,14765.63,371967.66,0,0,371967.66
889,Blackburn with Darwen,Submitted,34,Total Other Children's and Families Services,1704670.21,0,259900.06,0,1964570.27,91265.63,1873304.64,0,0,1873304.64
889,Blackburn with Darwen,Submitted,35,Children's and young people's plan,574137.99,0,0,0,574137.99,0,574137.99,0,0,574137.99
889,Blackburn with Darwen,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,37,Central commissioning function,53587.73,0,0,0,53587.73,0,53587.73,0,0,53587.73
889,Blackburn with Darwen,Submitted,38,Total Children's Services Strategy,627725.72,0,0,0,627725.72,0,627725.72,0,0,627725.72
889,Blackburn with Darwen,Submitted,39,Commissioning and social work,6375945.5,3152691.88,0,0,9528637.38,61858.79,9466778.59,0,0,9466778.59
889,Blackburn with Darwen,Submitted,40,Child Trust Fund Top Ups,5500,0,0,0,5500,0,5500,0,0,5500
889,Blackburn with Darwen,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",1187415.29,0,0,33699,1221114.29,0,1221114.29,0,0,1221114.29
889,Blackburn with Darwen,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",43383.55,0,0,0,43383.55,0,43383.55,0,0,43383.55
889,Blackburn with Darwen,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,0,0,0,0,0,0,0
889,Blackburn with Darwen,Submitted,44,Teenage pregnancy services,0,0,146055.17,0,146055.17,0,146055.17,0,0,146055.17
889,Blackburn with Darwen,Submitted,45,Connexions,1531730.7,0,0,0,1531730.7,0,1531730.7,0,0,1531730.7
889,Blackburn with Darwen,Submitted,46,Student support/including mandatory awards,113807.32,0,0,0,113807.32,0,113807.32,0,0,113807.32
889,Blackburn with Darwen,Submitted,47,Unknown,2876336.86,0,146055.17,33699,3056091.03,0,3056091.03,0,0,3056091.03
889,Blackburn with Darwen,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
889,Blackburn with Darwen,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,37710482.88,2111170.92,35599311.96,,,
889,Blackburn with Darwen,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,37710482.88,2111170.92,35599311.96,,,
889,Blackburn with Darwen,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,1079478.19,,,,,
889,Blackburn with Darwen,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,1221114,,,,,
890,Blackpool,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,2,Youth offender teams,1220951.74,25496,0,41500,1287947.74,141620.08,1146327.66,21000,516260,609067.66
890,Blackpool,Submitted,3,Other Youth Justice service,199495.05,26697,70539,8925,305656.05,322.38,305333.67,0,0,305333.67
890,Blackpool,Submitted,4,Total Youth Justice,1420446.79,52193,70539,50425,1593603.79,141942.46,1451661.33,21000,516260,914401.33
890,Blackpool,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,177241,0,0,0,177241,177241,0,0,0,0
890,Blackpool,Submitted,6,Spend by individual Sure Start Children's Centres,2491543,0,0,0,2491543,2055558,435985,435985,0,0
890,Blackpool,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,1095726,0,0,0,1095726,125992,969734,969734,0,0
890,Blackpool,Submitted,8,Total Sure Start Children's Centres,3764510,0,0,0,3764510,2358791,1405719,1405719,0,0
890,Blackpool,Submitted,9,Residential care,1789951.69,3872218,0,0,5662169.69,358436.32,5303733.37,0,0,5303733.37
890,Blackpool,Submitted,10,Fostering services,645156.74,4271894,0,0,4917050.74,18641.95,4898408.79,0,0,4898408.79
890,Blackpool,Submitted,11,Other children looked after services,4658.46,37641,0,0,42299.46,44.61,42254.85,0,0,42254.85
890,Blackpool,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,13,Short breaks (respite) for looked after children,1150877.57,0,0,0,1150877.57,33192.51,1117685.06,0,0,1117685.06
890,Blackpool,Submitted,14,Children placed with family and friends,26988.03,218067,0,0,245055.03,258.47,244796.56,0,0,244796.56
890,Blackpool,Submitted,15,Advocacy services for children looked after,10239.92,0,0,82740,92979.92,98.07,92881.85,0,0,92881.85
890,Blackpool,Submitted,16,Education of looked after children,155380.13,0,0,0,155380.13,24989.67,130390.46,0,0,130390.46
890,Blackpool,Submitted,17,Leaving care support services,866105.05,0,0,0,866105.05,904.6,865200.45,0,0,865200.45
890,Blackpool,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,19,Total Children Looked After,4649357.59,8399820,0,82740,13131917.59,436566.2,12695351.39,0,0,12695351.39
890,Blackpool,Submitted,20,Child death review processes,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,21,LA functions in relation to child protection,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,22,Local safeguarding childrens board,257680.22,0,23000,0,280680.22,141662.78,139017.44,0,0,139017.44
890,Blackpool,Submitted,23,Total Children and Young People's Safety,257680.22,0,23000,0,280680.22,141662.78,139017.44,0,0,139017.44
890,Blackpool,Submitted,24,Direct payments,39995.73,323171,0,0,363166.73,383.04,362783.69,0,0,362783.69
890,Blackpool,Submitted,25,Short breaks (respite) for disabled children,379768.99,0,0,229905,609673.99,31518.53,578155.46,524612,0,53543.46
890,Blackpool,Submitted,26,Home care services,35369.88,274733.73,0,0,310103.61,326.73,309776.88,0,0,309776.88
890,Blackpool,Submitted,27,Equiptment and adaptations,9051.89,0,0,0,9051.89,9.55,9042.34,0,0,9042.34
890,Blackpool,Submitted,28,Other family support services,3558321.99,0,0,0,3558321.99,867139.83,2691182.16,917976,0,1773206.16
890,Blackpool,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,30,Total Family Support Services,4022508.48,597904.73,0,229905,4850318.21,899377.68,3950940.53,1442588,0,2508352.53
890,Blackpool,Submitted,31,Adoption services,667824.47,0,0,0,667824.47,62587.03,605237.44,0,0,605237.44
890,Blackpool,Submitted,32,Special guardianship support,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,33,Other children's and families services,35908.64,0,0,0,35908.64,37.87,35870.77,0,0,35870.77
890,Blackpool,Submitted,34,Total Other Children's and Families Services,703733.11,0,0,0,703733.11,62624.9,641108.21,0,0,641108.21
890,Blackpool,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,37,Central commissioning function,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,38,Total Children's Services Strategy,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,39,Commissioning and social work,6993022.82,0,40000,0,7033022.82,271070.96,6761951.86,84000,0,6677951.86
890,Blackpool,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",1091226.33,59347,32815.4,76524,1259912.73,318265.82,941646.91,184801.1,154400,602445.81
890,Blackpool,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",1038673.1,26450,3900.4,217302,1286325.5,224552.52,1061772.98,105032.5,0,956740.48
890,Blackpool,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",271330,0,0,0,271330,252170,19160,0,0,19160
890,Blackpool,Submitted,44,Teenage pregnancy services,202321,0,0,0,202321,202321,0,0,0,0
890,Blackpool,Submitted,45,Connexions,1247199.57,27560,3034.2,0,1277793.77,86270.66,1191523.11,74786.4,0,1116736.71
890,Blackpool,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,0,0,0,0,0
890,Blackpool,Submitted,47,Unknown,3850750,113357,39750,293826,4297683,1083580,3214103,364620,154400,2695083
890,Blackpool,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
890,Blackpool,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,35655468.74,5395615.98,30259852.76,,,
890,Blackpool,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,35655468.74,5395615.98,30259852.76,,,
890,Blackpool,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,661106,,,,,
890,Blackpool,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,1652880,,,,,
891,Nottinghamshire,Submitted,1,Secure accommodation (youth justice),24190,36062,9756,0,70008,0,70008,0,0,70008
891,Nottinghamshire,Submitted,2,Youth offender teams,4062525,439586,0,0,4502111,1187048,3315063,188057,0,3127006
891,Nottinghamshire,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,4,Total Youth Justice,4086715,475648,9756,0,4572119,1187048,3385071,188057,0,3197014
891,Nottinghamshire,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,230615,0,0,0,230615,0,230615,0,0,230615
891,Nottinghamshire,Submitted,6,Spend by individual Sure Start Children's Centres,6712967,1654476,7716045,625,16084113,521095,15563018,15563018,0,0
891,Nottinghamshire,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,8,Total Sure Start Children's Centres,6943582,1654476,7716045,625,16314728,521095,15793633,15563018,0,230615
891,Nottinghamshire,Submitted,9,Residential care,7916610,9681976,0,0,17598586,1609021,15989565,8743,0,15980822
891,Nottinghamshire,Submitted,10,Fostering services,9263276,2823585,0,0,12086861,11348,12075513,727982,0,11347531
891,Nottinghamshire,Submitted,11,Other children looked after services,158498,1024217,34967,0,1217682,177,1217505,279211,0,938294
891,Nottinghamshire,Submitted,12,Secure accommodation (welfare),23444,0,0,0,23444,0,23444,0,0,23444
891,Nottinghamshire,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,16,Education of looked after children,101457,0,0,0,101457,0,101457,0,0,101457
891,Nottinghamshire,Submitted,17,Leaving care support services,779911,0,0,5600,785511,873,784638,109607,0,675031
891,Nottinghamshire,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,19,Total Children Looked After,18243196,13529778,34967,5600,31813541,1621419,30192122,1125543,0,29066579
891,Nottinghamshire,Submitted,20,Child death review processes,53887,0,0,0,53887,60,53827,0,0,53827
891,Nottinghamshire,Submitted,21,LA functions in relation to child protection,209064,0,0,0,209064,240,208824,0,0,208824
891,Nottinghamshire,Submitted,22,Local safeguarding childrens board,317308,0,0,0,317308,136569,180739,0,0,180739
891,Nottinghamshire,Submitted,23,Total Children and Young People's Safety,580259,0,0,0,580259,136869,443390,0,0,443390
891,Nottinghamshire,Submitted,24,Direct payments,97273,589087,0,0,686360,358,686002,50754,0,635248
891,Nottinghamshire,Submitted,25,Short breaks (respite) for disabled children,1951853,0,42899,0,1994752,42412,1952340,1507538,0,444802
891,Nottinghamshire,Submitted,26,Home care services,824489,0,0,0,824489,981,823508,0,0,823508
891,Nottinghamshire,Submitted,27,Equiptment and adaptations,262741,17883,0,40660,321284,294,320990,0,0,320990
891,Nottinghamshire,Submitted,28,Other family support services,2349304,0,52799,45711,2447814,67452,2380362,530408,0,1849954
891,Nottinghamshire,Submitted,29,Contribution to health care of individual children,51369,0,0,0,51369,57,51312,0,0,51312
891,Nottinghamshire,Submitted,30,Total Family Support Services,5537029,606970,95698,86371,6326068,111554,6214514,2088700,0,4125814
891,Nottinghamshire,Submitted,31,Adoption services,2829227,114788,7300,0,2951315,8446,2942869,24851,0,2918018
891,Nottinghamshire,Submitted,32,Special guardianship support,70180,0,0,0,70180,78,70102,0,0,70102
891,Nottinghamshire,Submitted,33,Other children's and families services,684312,0,0,411405,1095717,20749,1074968,69722,0,1005246
891,Nottinghamshire,Submitted,34,Total Other Children's and Families Services,3583719,114788,7300,411405,4117212,29273,4087939,94573,0,3993366
891,Nottinghamshire,Submitted,35,Children's and young people's plan,54057,0,0,0,54057,0,54057,0,0,54057
891,Nottinghamshire,Submitted,36,Partnership costs,102456,0,0,0,102456,0,102456,0,0,102456
891,Nottinghamshire,Submitted,37,Central commissioning function,227889,0,0,0,227889,0,227889,0,0,227889
891,Nottinghamshire,Submitted,38,Total Children's Services Strategy,384402,0,0,0,384402,0,384402,0,0,384402
891,Nottinghamshire,Submitted,39,Commissioning and social work,25373875,51053,482538,9777,25917243,649486,25267757,812563,0,24455194
891,Nottinghamshire,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
891,Nottinghamshire,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",8406683,203034,0,568773,9178490,788084,8390406,1326716,0,7063690
891,Nottinghamshire,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",2047184,0,0,434788,2481972,44738,2437234,0,910939,1526295
891,Nottinghamshire,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",8,0,0,651005,651013,499008,152005,0,0,152005
891,Nottinghamshire,Submitted,44,Teenage pregnancy services,206773,0,0,0,206773,0,206773,0,0,206773
891,Nottinghamshire,Submitted,45,Connexions,405513,5565739,0,0,5971252,16,5971236,19721,0,5951515
891,Nottinghamshire,Submitted,46,Student support/including mandatory awards,140212,0,0,0,140212,0,140212,0,0,140212
891,Nottinghamshire,Submitted,47,Unknown,11206373,5768773,0,1654566,18629712,1331846,17297866,1346437,910939,15040490
891,Nottinghamshire,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
891,Nottinghamshire,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,108655284,5588590,103066694,,,
891,Nottinghamshire,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,108655284,5588590,103066694,,,
891,Nottinghamshire,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
891,Nottinghamshire,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,6473035,,,,,
892,Nottingham,Submitted,1,Secure accommodation (youth justice),618780.6,0,0,0,618780.6,0,618780.6,0,436275.75,182504.85
892,Nottingham,Submitted,2,Youth offender teams,2832155.23,0,0,0,2832155.23,198841,2633314.23,175000,1013896.25,1444417.98
892,Nottingham,Submitted,3,Other Youth Justice service,301026.93,0,0,0,301026.93,0,301026.93,272589,0,28437.93
892,Nottingham,Submitted,4,Total Youth Justice,3751962.76,0,0,0,3751962.76,198841,3553121.76,447589,1450172,1655360.76
892,Nottingham,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,115704.18,0,0,0,115704.18,0,115704.18,115700,0,4.18
892,Nottingham,Submitted,6,Spend by individual Sure Start Children's Centres,7183938.83,0,0,0,7183938.83,42684.44,7141254.39,7141254.1,0,0.29
892,Nottingham,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,2603592,0,0,0,2603592,0,2603592,2602404.4,0,1187.6
892,Nottingham,Submitted,8,Total Sure Start Children's Centres,9903235.01,0,0,0,9903235.01,42684.44,9860550.57,9859358.5,0,1192.07
892,Nottingham,Submitted,9,Residential care,4103228.52,7846938.33,0,0,11950166.85,430756.87,11519409.98,0,0,11519409.98
892,Nottingham,Submitted,10,Fostering services,4139624.24,7618178.34,0,0,11757802.58,521733.49,11236069.09,0,0,11236069.09
892,Nottingham,Submitted,11,Other children looked after services,1160412.77,0,0,0,1160412.77,11120,1149292.77,22423.61,0,1126869.16
892,Nottingham,Submitted,12,Secure accommodation (welfare),247450.89,112812.59,0,0,360263.48,21131.13,339132.35,0,0,339132.35
892,Nottingham,Submitted,13,Short breaks (respite) for looked after children,77074.28,0,0,0,77074.28,1856.67,75217.61,0,0,75217.61
892,Nottingham,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
892,Nottingham,Submitted,15,Advocacy services for children looked after,0,0,0,52109,52109,0,52109,0,0,52109
892,Nottingham,Submitted,16,Education of looked after children,147656.11,0,0,0,147656.11,164,147492.11,30953.6,0,116538.51
892,Nottingham,Submitted,17,Leaving care support services,308332,0,0,0,308332,0,308332,0,0,308332
892,Nottingham,Submitted,18,Asylum seeker services - children,980301.23,0,0,0,980301.23,13680,966621.23,966621.23,0,0
892,Nottingham,Submitted,19,Total Children Looked After,11164080.04,15577929.26,0,52109,26794118.3,1000442.16,25793676.14,1019998.44,0,24773677.7
892,Nottingham,Submitted,20,Child death review processes,62239.16,0,0,0,62239.16,0,62239.16,0,0,62239.16
892,Nottingham,Submitted,21,LA functions in relation to child protection,1799027.16,0,0,0,1799027.16,79127.75,1719899.41,0,0,1719899.41
892,Nottingham,Submitted,22,Local safeguarding childrens board,577830.43,0,0,0,577830.43,182785.92,395044.51,0,0,395044.51
892,Nottingham,Submitted,23,Total Children and Young People's Safety,2439096.75,0,0,0,2439096.75,261913.67,2177183.08,0,0,2177183.08
892,Nottingham,Submitted,24,Direct payments,15671.38,97654.11,0,0,113325.49,5.74,113319.75,0,0,113319.75
892,Nottingham,Submitted,25,Short breaks (respite) for disabled children,2023325.99,62027.83,0,0,2085353.82,34.43,2085319.39,297708.7,0,1787610.69
892,Nottingham,Submitted,26,Home care services,180907.92,0,0,0,180907.92,53.56,180854.36,0,0,180854.36
892,Nottingham,Submitted,27,Equiptment and adaptations,105477.52,0,0,0,105477.52,1.91,105475.61,11574.8,0,93900.81
892,Nottingham,Submitted,28,Other family support services,2240325.24,0,0,0,2240325.24,0,2240325.24,1454728.89,0,785596.35
892,Nottingham,Submitted,29,Contribution to health care of individual children,1486618.84,0,0,0,1486618.84,544535.03,942083.81,0,0,942083.81
892,Nottingham,Submitted,30,Total Family Support Services,6052326.89,159681.94,0,0,6212008.83,544630.67,5667378.16,1764012.39,0,3903365.77
892,Nottingham,Submitted,31,Adoption services,2142295.63,0,0,90830.04,2233125.67,169864.71,2063260.96,0,0,2063260.96
892,Nottingham,Submitted,32,Special guardianship support,328674.92,0,0,0,328674.92,0,328674.92,0,0,328674.92
892,Nottingham,Submitted,33,Other children's and families services,325913.23,0,0,200966.64,526879.87,0,526879.87,0,0,526879.87
892,Nottingham,Submitted,34,Total Other Children's and Families Services,2796883.78,0,0,291796.68,3088680.46,169864.71,2918815.75,0,0,2918815.75
892,Nottingham,Submitted,35,Children's and young people's plan,25921.79,0,0,0,25921.79,0,25921.79,0,0,25921.79
892,Nottingham,Submitted,36,Partnership costs,1262527.06,0,0,0,1262527.06,0,1262527.06,0,0,1262527.06
892,Nottingham,Submitted,37,Central commissioning function,1198383.27,0,0,0,1198383.27,31696.7,1166686.57,0,0,1166686.57
892,Nottingham,Submitted,38,Total Children's Services Strategy,2486832.12,0,0,0,2486832.12,31696.7,2455135.42,0,0,2455135.42
892,Nottingham,Submitted,39,Commissioning and social work,11049603.44,0,0,0,11049603.44,76809.27,10972794.17,743273.61,0,10229520.56
892,Nottingham,Submitted,40,Child Trust Fund Top Ups,10801,0,0,0,10801,0,10801,0,0,10801
892,Nottingham,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",3808815.96,0,0,0,3808815.96,240368.6,3568447.36,465600,0,3102847.36
892,Nottingham,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",209247.85,0,0,0,209247.85,0,209247.85,0,0,209247.85
892,Nottingham,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",307111.5,0,0,341569.12,648680.62,5621.5,643059.12,0,0,643059.12
892,Nottingham,Submitted,44,Teenage pregnancy services,432374.56,0,0,0,432374.56,0,432374.56,192970,0,239404.56
892,Nottingham,Submitted,45,Connexions,4065438.58,0,0,0,4065438.58,0,4065438.58,7440,0,4057998.58
892,Nottingham,Submitted,46,Student support/including mandatory awards,39468.66,0,0,0,39468.66,0,39468.66,0,0,39468.66
892,Nottingham,Submitted,47,Unknown,8862457.11,0,0,341569.12,9204026.23,245990.1,8958036.13,666010,0,8292026.13
892,Nottingham,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
892,Nottingham,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,74940364.9,2572872.72,72367492.18,,,
892,Nottingham,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,74940364.9,2572872.72,72367492.18,,,
892,Nottingham,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,2465137.64,,,,,
892,Nottingham,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,2317598.06,,,,,
893,Shropshire,Submitted,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,2,Youth offender teams,0,0,373506,0,373506,0,373506,0,0,373506
893,Shropshire,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,4,Total Youth Justice,0,0,373506,0,373506,0,373506,0,0,373506
893,Shropshire,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,199477,0,0,0,199477,0,199477,199477,0,0
893,Shropshire,Submitted,6,Spend by individual Sure Start Children's Centres,3979772,0,0,0,3979772,310398,3669374,3669374,0,0
893,Shropshire,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,33097,0,124224,167245,324566,0,324566,324566,0,0
893,Shropshire,Submitted,8,Total Sure Start Children's Centres,4212346,0,124224,167245,4503815,310398,4193417,4193417,0,0
893,Shropshire,Submitted,9,Residential care,1733109,5807665,0,0,7540774,288101,7252673,0,0,7252673
893,Shropshire,Submitted,10,Fostering services,2899863,636896,0,0,3536759,918,3535841,0,0,3535841
893,Shropshire,Submitted,11,Other children looked after services,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,13,Short breaks (respite) for looked after children,0,0,0,1179608,1179608,143811,1035797,0,0,1035797
893,Shropshire,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,16,Education of looked after children,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,17,Leaving care support services,1541208,0,0,0,1541208,185,1541023,153420,0,1387603
893,Shropshire,Submitted,18,Asylum seeker services - children,156255,0,0,0,156255,50865,105390,84544,0,20846
893,Shropshire,Submitted,19,Total Children Looked After,6330435,6444561,0,1179608,13954604,483880,13470724,237964,0,13232760
893,Shropshire,Submitted,20,Child death review processes,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,21,LA functions in relation to child protection,164031,317846,34226,36654,552757,136311,416446,287565,0,128881
893,Shropshire,Submitted,22,Local safeguarding childrens board,152932,0,0,0,152932,120588,32344,24739,0,7605
893,Shropshire,Submitted,23,Total Children and Young People's Safety,316963,317846,34226,36654,705689,256899,448790,312304,0,136486
893,Shropshire,Submitted,24,Direct payments,173903,0,0,0,173903,19988,153915,80140,0,73775
893,Shropshire,Submitted,25,Short breaks (respite) for disabled children,960196,0,0,750102,1710298,113839,1596459,933260,0,663199
893,Shropshire,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
893,Shropshire,Submitted,27,Equiptment and adaptations,103827,0,0,0,103827,0,103827,0,0,103827
893,Shropshire,Submitted,28,Other family support services,1102858,0,0,108466,1211324,4812,1206512,746693,0,459819
893,Shropshire,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
