LEA Number:,LA Name:,S52 Line Reference:,PRIVATE (x),VOLUNTARY (y),PUBLIC (z),TOTAL EXPENDITURE (k),INCOME (l),NET Current Expenditure (m)
888,Lancashire ,9 Short breaks (respite) for looked after children,261754,45941,0,307695,0,307695
888,Lancashire ,10 Children placed with family and friends,0,0,2053970,2053970,0,2053970
888,Lancashire ,11 Advocacy services for children looked after,0,0,1926298,1926298,0,1926298
888,Lancashire ,12 Education of looked after children,0,0,311968,311968,0,311968
888,Lancashire ,13 Leaving care support services,0,0,1801314,1801314,0,1801314
888,Lancashire ,14 Total Children Looked After,17875146,3450883,24866062.76,46192091.76,2897,46189194.76
888,Lancashire ,15 Child death processes,0,0,147437,147437,0,147437
888,Lancashire ,16 Preventative services,0,0,0,0,0,0
888,Lancashire ,17 LA functions in relation to child protection,0,0,2980793,2980793,0,2980793
888,Lancashire ,18 Local safeguarding childrens board,0,0,185419,185419,132000,53419
888,Lancashire ,19 Total Children and Young Peoples Safety,0,0,3313649,3313649,132000,3181649
888,Lancashire ,20 Direct payments,1694748,0,0,1694748,0,1694748
888,Lancashire ,21 Short breaks (respite) for disabled children,2357925,694450,4177944,7230319,0,7230319
888,Lancashire ,22 Home care services,1941255,102565,151280,2195100,0,2195100
888,Lancashire ,23 Equiptment and adaptations,0,0,685459,685459,0,685459
888,Lancashire ,24 Other family support services,0,0,9810063,9810063,321,9809742
888,Lancashire ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,436000,436000,0,436000
888,Lancashire ,26 Contribution to health care of individual children,0,0,3085483,3085483,0,3085483
888,Lancashire ,27 Teenage pregnancy services,0,0,883536,883536,0,883536
888,Lancashire ,28 Total Family Support Services,5993928,797015,19229765,26020708,321,26020387
888,Lancashire ,29 Asylum seeker services - children,0,0,0,0,0,0
888,Lancashire ,30 Unaccompanied asylum children,0,0,145000,145000,81470.32,63529.68
888,Lancashire ,31 Accommodation,0,0,0,0,0,0
888,Lancashire ,32 Assessment and care management,0,0,0,0,0,0
888,Lancashire ,33 Total Asylum Seeker,0,0,145000,145000,81470.32,63529.68
888,Lancashire ,34 Adoption services,0,525645,2682761,3208406,0,3208406
888,Lancashire ,35 Special guardianship support,0,0,92949,92949,0,92949
888,Lancashire ,36 Other childrens and families services,0,0,280585,280585,0,280585
888,Lancashire ,37 Total Other Childrens and Families Services,0,525645,3056295,3581940,0,3581940
888,Lancashire ,38 Childrens and young peoples plan,0,0,0,0,0,0
888,Lancashire ,39 Childrens social care workforce grant,0,0,0,0,0,0
888,Lancashire ,40 Partnership costs,0,0,0,0,0,0
888,Lancashire ,41 Central commissioning function,0,0,1570526,1570526,0,1570526
888,Lancashire ,42 Commissioning and social work,0,783126,11655765,12438891,0,12438891
888,Lancashire ,43 Total Childrens Services Strategy,0,783126,13226291,14009417,0,14009417
888,Lancashire ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
888,Lancashire ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
888,Lancashire ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,93669860.76,216688.32,93453172.44
888,Lancashire ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,93669860.76,216688.32,93453172.44
889,Blackburn with Darwen ,1 Secure accommodation (youth justice),0,0,0,0,0,0
889,Blackburn with Darwen ,2 Youth offender teams,0,0,1189202.69,1189202.69,166662.32,1022540.37
889,Blackburn with Darwen ,3 Other Youth Justice service,0,133560.56,248886.29,382446.85,1480.6,380966.25
889,Blackburn with Darwen ,4 Total Youth Justice,0,133560.56,1438088.98,1571649.54,168142.92,1403506.62
889,Blackburn with Darwen ,5 Residential care,1187212.5,291516.95,1911846.12,3390575.57,313.85,3390261.72
889,Blackburn with Darwen ,6 Fostering services,207255.55,0,3030678.04,3237933.59,121655.25,3116278.34
889,Blackburn with Darwen ,7 Other children looked after services,0,0,819109.57,819109.57,0,819109.57
889,Blackburn with Darwen ,8 Secure accommodation (welfare),0,0,0,0,0,0
889,Blackburn with Darwen ,9 Short breaks (respite) for looked after children,0,0,0,0,0,0
889,Blackburn with Darwen ,10 Children placed with family and friends,0,0,0,0,0,0
889,Blackburn with Darwen ,11 Advocacy services for children looked after,0,0,0,0,0,0
889,Blackburn with Darwen ,12 Education of looked after children,0,0,0,0,0,0
889,Blackburn with Darwen ,13 Leaving care support services,0,0,970807.66,970807.66,2559.95,968247.71
889,Blackburn with Darwen ,14 Total Children Looked After,1394468.05,291516.95,6732441.39,8418426.39,124529.05,8293897.34
889,Blackburn with Darwen ,15 Child death processes,0,0,0,0,0,0
889,Blackburn with Darwen ,16 Preventative services,0,0,509010.12,509010.12,0,509010.12
889,Blackburn with Darwen ,17 LA functions in relation to child protection,0,35000,1431181.61,1466181.61,0,1466181.61
889,Blackburn with Darwen ,18 Local safeguarding childrens board,0,0,127607.41,127607.41,22200,105407.41
889,Blackburn with Darwen ,19 Total Children and Young Peoples Safety,0,35000,2067799.14,2102799.14,22200,2080599.14
889,Blackburn with Darwen ,20 Direct payments,0,0,139273.44,139273.44,0,139273.44
889,Blackburn with Darwen ,21 Short breaks (respite) for disabled children,0,0,473131.74,473131.74,500,472631.74
889,Blackburn with Darwen ,22 Home care services,0,0,0,0,0,0
889,Blackburn with Darwen ,23 Equiptment and adaptations,0,0,82988.19,82988.19,0,82988.19
889,Blackburn with Darwen ,24 Other family support services,39692.83,3000,2625240.46,2667933.29,7374.87,2660558.42
889,Blackburn with Darwen ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
889,Blackburn with Darwen ,26 Contribution to health care of individual children,0,0,338933.76,338933.76,0,338933.76
889,Blackburn with Darwen ,27 Teenage pregnancy services,0,0,250012.16,250012.16,0,250012.16
889,Blackburn with Darwen ,28 Total Family Support Services,39692.83,3000,3909579.75,3952272.58,7874.87,3944397.71
889,Blackburn with Darwen ,29 Asylum seeker services - children,0,0,0,0,0,0
889,Blackburn with Darwen ,30 Unaccompanied asylum children,0,0,0,0,0,0
889,Blackburn with Darwen ,31 Accommodation,0,0,0,0,0,0
889,Blackburn with Darwen ,32 Assessment and care management,0,0,0,0,0,0
889,Blackburn with Darwen ,33 Total Asylum Seeker,0,0,0,0,0,0
889,Blackburn with Darwen ,34 Adoption services,57892.72,0,989812.94,1047705.66,142252,905453.66
889,Blackburn with Darwen ,35 Special guardianship support,0,0,0,0,0,0
889,Blackburn with Darwen ,36 Other childrens and families services,0,55981.5,638659.02,694640.52,0,694640.52
889,Blackburn with Darwen ,37 Total Other Childrens and Families Services,57892.72,55981.5,1628471.96,1742346.18,142252,1600094.18
889,Blackburn with Darwen ,38 Childrens and young peoples plan,1814.4,0,1827673.35,1829487.75,552593.67,1276894.08
889,Blackburn with Darwen ,39 Childrens social care workforce grant,0,0,58146.55,58146.55,0,58146.55
889,Blackburn with Darwen ,40 Partnership costs,0,0,0,0,0,0
889,Blackburn with Darwen ,41 Central commissioning function,0,0,0,0,0,0
889,Blackburn with Darwen ,42 Commissioning and social work,0,0,31460.12,31460.12,0,31460.12
889,Blackburn with Darwen ,43 Total Childrens Services Strategy,1814.4,0,1917280.02,1919094.42,552593.67,1366500.75
889,Blackburn with Darwen ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
889,Blackburn with Darwen ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
889,Blackburn with Darwen ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,19706588.25,1017592.51,18688995.74
889,Blackburn with Darwen ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,19706588.25,1017592.51,18688995.74
890,Blackpool  ,1 Secure accommodation (youth justice),33972,1300,1079122.37,1114394.37,652667.94,461726.43
890,Blackpool  ,2 Youth offender teams,0,63700,23412.77,87112.77,14275.71,72837.06
890,Blackpool  ,3 Other Youth Justice service,0,0,230573.19,230573.19,19167.12,211406.07
890,Blackpool  ,4 Total Youth Justice,33972,65000,1333108.33,1432080.33,686110.77,745969.56
890,Blackpool  ,5 Residential care,3065707,0,1670193.32,4735900.32,407047.17,4328853.15
890,Blackpool  ,6 Fostering services,520298,0,2646957.62,3167255.62,6236.9,3161018.72
890,Blackpool  ,7 Other children looked after services,55781,0,0,55781,0,55781
890,Blackpool  ,8 Secure accommodation (welfare),0,0,0,0,0,0
890,Blackpool  ,9 Short breaks (respite) for looked after children,0,0,0,0,0,0
890,Blackpool  ,10 Children placed with family and friends,0,0,245093.51,245093.51,482.63,244610.88
890,Blackpool  ,11 Advocacy services for children looked after,0,65000,10059.97,75059.97,147.81,74912.16
890,Blackpool  ,12 Education of looked after children,0,0,87654,87654,6898,80756
890,Blackpool  ,13 Leaving care support services,243323,2019,466445.06,711787.06,1560.66,710226.4
890,Blackpool  ,14 Total Children Looked After,3885109,67019,5126403.48,9078531.48,422373.17,8656158.31
890,Blackpool  ,15 Child death processes,0,0,25404.95,25404.95,50.03,25354.92
890,Blackpool  ,16 Preventative services,0,0,0,0,0,0
890,Blackpool  ,17 LA functions in relation to child protection,0,0,0,0,0,0
890,Blackpool  ,18 Local safeguarding childrens board,0,0,153495.35,153495.35,114493.95,39001.4
890,Blackpool  ,19 Total Children and Young Peoples Safety,0,0,178900.3,178900.3,114543.98,64356.32
890,Blackpool  ,20 Direct payments,237271,0,36722.03,273993.03,539.54,273453.49
890,Blackpool  ,21 Short breaks (respite) for disabled children,0,0,1477111.9,1477111.9,42869.85,1434242.05
890,Blackpool  ,22 Home care services,188379,0,24852.83,213231.83,28165.15,185066.68
890,Blackpool  ,23 Equiptment and adaptations,0,0,15397,15397,0,15397
890,Blackpool  ,24 Other family support services,0,0,2951573.43,2951573.43,765652.92,2185920.51
890,Blackpool  ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,239343,239343,203539,35804
890,Blackpool  ,26 Contribution to health care of individual children,0,0,0,0,0,0
890,Blackpool  ,27 Teenage pregnancy services,0,0,248498,248498,81818,166680
890,Blackpool  ,28 Total Family Support Services,425650,0,4993498.19,5419148.19,1122584.46,4296563.73
890,Blackpool  ,29 Asylum seeker services - children,0,0,0,0,0,0
890,Blackpool  ,30 Unaccompanied asylum children,0,0,0,0,0,0
890,Blackpool  ,31 Accommodation,0,0,0,0,0,0
890,Blackpool  ,32 Assessment and care management,0,0,0,0,0,0
890,Blackpool  ,33 Total Asylum Seeker,0,0,0,0,0,0
890,Blackpool  ,34 Adoption services,48000,0,637754.09,685754.09,87864.23,597889.86
890,Blackpool  ,35 Special guardianship support,0,0,82566.37,82566.37,162.59,82403.78
890,Blackpool  ,36 Other childrens and families services,0,33023,303505.19,336528.19,932.15,335596.04
890,Blackpool  ,37 Total Other Childrens and Families Services,48000,33023,1023825.65,1104848.65,88958.97,1015889.68
890,Blackpool  ,38 Childrens and young peoples plan,0,0,1779,1779,0,1779
890,Blackpool  ,39 Childrens social care workforce grant,0,0,102972,102972,102971.48,0.52
890,Blackpool  ,40 Partnership costs,0,0,16153.83,16153.83,248.35,15905.48
890,Blackpool  ,41 Central commissioning function,0,0,112325,112325,2360,109965
890,Blackpool  ,42 Commissioning and social work,0,0,4886699.06,4886699.06,80919.9,4805779.16
890,Blackpool  ,43 Total Childrens Services Strategy,0,0,5119928.89,5119928.89,186499.73,4933429.16
890,Blackpool  ,44 Child Trust Fund Top Ups,5860,0,906.74,6766.74,13.33,6753.41
890,Blackpool  ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
890,Blackpool  ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,22340204.58,2621084.41,19719120.17
890,Blackpool  ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,22340204.58,2621084.41,19719120.17
891,Nottinghamshire ,1 Secure accommodation (youth justice),62069,0,101942,164011,0,164011
891,Nottinghamshire ,2 Youth offender teams,0,0,4341299,4341299,2458682,1882617
891,Nottinghamshire ,3 Other Youth Justice service,0,0,0,0,0,0
891,Nottinghamshire ,4 Total Youth Justice,62069,0,4443241,4505310,2458682,2046628
891,Nottinghamshire ,5 Residential care,4329019,0,6228571,10557590,1234766,9322824
891,Nottinghamshire ,6 Fostering services,1825470,0,7908114,9733584,738333,8995251
891,Nottinghamshire ,7 Other children looked after services,189404,0,316772,506176,185280,320896
891,Nottinghamshire ,8 Secure accommodation (welfare),43615,0,125460,169075,0,169075
891,Nottinghamshire ,9 Short breaks (respite) for looked after children,0,0,0,0,0,0
891,Nottinghamshire ,10 Children placed with family and friends,0,0,0,0,0,0
891,Nottinghamshire ,11 Advocacy services for children looked after,87661,0,0,87661,0,87661
891,Nottinghamshire ,12 Education of looked after children,0,1880,98264,100144,5715,94429
891,Nottinghamshire ,13 Leaving care support services,0,0,1349244,1349244,41734,1307510
891,Nottinghamshire ,14 Total Children Looked After,6475169,1880,16026425,22503474,2205828,20297646
891,Nottinghamshire ,15 Child death processes,0,0,4941,4941,0,4941
891,Nottinghamshire ,16 Preventative services,0,1059454,341640,1401094,208328,1192766
891,Nottinghamshire ,17 LA functions in relation to child protection,0,0,124172,124172,0,124172
891,Nottinghamshire ,18 Local safeguarding childrens board,0,0,264019,264019,106241,157778
891,Nottinghamshire ,19 Total Children and Young Peoples Safety,0,1059454,734772,1794226,314569,1479657
891,Nottinghamshire ,20 Direct payments,519124,0,0,519124,94790,424334
891,Nottinghamshire ,21 Short breaks (respite) for disabled children,152192,2493,1319255,1473940,614285,859655
891,Nottinghamshire ,22 Home care services,12843,0,803421,816264,0,816264
891,Nottinghamshire ,23 Equiptment and adaptations,11634,95749,143433,250816,18525,232291
891,Nottinghamshire ,24 Other family support services,0,188805,1851770,2040575,460274,1580301
891,Nottinghamshire ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
891,Nottinghamshire ,26 Contribution to health care of individual children,0,0,895045,895045,5997,889048
891,Nottinghamshire ,27 Teenage pregnancy services,0,0,354432,354432,91170,263262
891,Nottinghamshire ,28 Total Family Support Services,695793,287047,5367356,6350196,1285041,5065155
891,Nottinghamshire ,29 Asylum seeker services - children,0,0,0,0,0,0
891,Nottinghamshire ,30 Unaccompanied asylum children,0,0,0,0,0,0
891,Nottinghamshire ,31 Accommodation,0,0,0,0,0,0
891,Nottinghamshire ,32 Assessment and care management,0,0,105619,105619,0,105619
891,Nottinghamshire ,33 Total Asylum Seeker,0,0,105619,105619,0,105619
891,Nottinghamshire ,34 Adoption services,176295,0,3218114,3394409,93020,3301389
891,Nottinghamshire ,35 Special guardianship support,0,0,9292,9292,0,9292
891,Nottinghamshire ,36 Other childrens and families services,0,160313,623061,783374,0,783374
891,Nottinghamshire ,37 Total Other Childrens and Families Services,176295,160313,3850467,4187075,93020,4094055
891,Nottinghamshire ,38 Childrens and young peoples plan,0,0,0,0,0,0
891,Nottinghamshire ,39 Childrens social care workforce grant,0,0,79398,79398,0,79398
891,Nottinghamshire ,40 Partnership costs,0,0,0,0,0,0
891,Nottinghamshire ,41 Central commissioning function,0,0,113182,113182,0,113182
891,Nottinghamshire ,42 Commissioning and social work,78834,1539,16816462,16896835,1067215,15829620
891,Nottinghamshire ,43 Total Childrens Services Strategy,78834,1539,17009042,17089415,1067215,16022200
891,Nottinghamshire ,44 Child Trust Fund Top Ups,0,0,3000,3000,3000,0
891,Nottinghamshire ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
891,Nottinghamshire ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,56538315,7427355,49110960
891,Nottinghamshire ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,56538315,7427355,49110960
892,Nottingham  ,1 Secure accommodation (youth justice),0,0,1915109,1915109,1150967,764142
892,Nottingham  ,2 Youth offender teams,0,0,2364649,2364649,659176,1705473
892,Nottingham  ,3 Other Youth Justice service,0,0,0,0,0,0
892,Nottingham  ,4 Total Youth Justice,0,0,4279758,4279758,1810143,2469615
892,Nottingham  ,5 Residential care,6638031,0,4161707,10799738,181329,10618409
892,Nottingham  ,6 Fostering services,5673585,0,4020447,9694032,289939,9404093
892,Nottingham  ,7 Other children looked after services,0,0,1169518,1169518,779,1168739
892,Nottingham  ,8 Secure accommodation (welfare),259501,0,0,259501,4867,254634
892,Nottingham  ,9 Short breaks (respite) for looked after children,0,0,66074,66074,3533,62541
892,Nottingham  ,10 Children placed with family and friends,0,0,0,0,0,0
892,Nottingham  ,11 Advocacy services for children looked after,0,48126,0,48126,0,48126
892,Nottingham  ,12 Education of looked after children,0,0,72714,72714,0,72714
892,Nottingham  ,13 Leaving care support services,0,27714,418017,445731,417,445314
892,Nottingham  ,14 Total Children Looked After,12571117,75840,9908477,22555434,480864,22074570
892,Nottingham  ,15 Child death processes,0,0,57180,57180,0,57180
892,Nottingham  ,16 Preventative services,0,358326,1807417,2165743,251405,1914338
892,Nottingham  ,17 LA functions in relation to child protection,0,0,835653,835653,75572,760081
892,Nottingham  ,18 Local safeguarding childrens board,0,0,610475,610475,260776,349699
892,Nottingham  ,19 Total Children and Young Peoples Safety,0,358326,3310725,3669051,587753,3081298
892,Nottingham  ,20 Direct payments,158389,0,25654,184043,2390,181653
892,Nottingham  ,21 Short breaks (respite) for disabled children,152334,0,1536119,1688453,160828,1527625
892,Nottingham  ,22 Home care services,0,0,243332,243332,145658,97674
892,Nottingham  ,23 Equiptment and adaptations,0,0,82337,82337,21612,60725
892,Nottingham  ,24 Other family support services,0,0,577577,577577,7400,570177
892,Nottingham  ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,428428,452804,881232,558646,322586
892,Nottingham  ,26 Contribution to health care of individual children,0,0,0,0,0,0
892,Nottingham  ,27 Teenage pregnancy services,0,0,317555,317555,2255,315300
892,Nottingham  ,28 Total Family Support Services,310723,428428,3235378,3974529,898789,3075740
892,Nottingham  ,29 Asylum seeker services - children,0,0,79116,79116,79116,0
892,Nottingham  ,30 Unaccompanied asylum children,0,0,466784,466784,466784,0
892,Nottingham  ,31 Accommodation,0,0,0,0,0,0
892,Nottingham  ,32 Assessment and care management,0,0,245260,245260,245260,0
892,Nottingham  ,33 Total Asylum Seeker,0,0,791160,791160,791160,0
892,Nottingham  ,34 Adoption services,0,161381,2428755,2590136,166248,2423888
892,Nottingham  ,35 Special guardianship support,0,0,153546,153546,0,153546
892,Nottingham  ,36 Other childrens and families services,0,534299,134673,668972,97367,571605
892,Nottingham  ,37 Total Other Childrens and Families Services,0,695680,2716974,3412654,263615,3149039
892,Nottingham  ,38 Childrens and young peoples plan,0,0,249008,249008,0,249008
892,Nottingham  ,39 Childrens social care workforce grant,0,0,177767,177767,21457,156310
892,Nottingham  ,40 Partnership costs,0,0,0,0,0,0
892,Nottingham  ,41 Central commissioning function,0,0,486884,486884,47300,439584
892,Nottingham  ,42 Commissioning and social work,0,0,12009077,12009077,1695565,10313512
892,Nottingham  ,43 Total Childrens Services Strategy,0,0,12922736,12922736,1764322,11158414
892,Nottingham  ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
892,Nottingham  ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
892,Nottingham  ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,51605322,6596646,45008676
892,Nottingham  ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,51605322,6596646,45008676
893,Shropshire ,1 Secure accommodation (youth justice),0,0,0,0,0,0
893,Shropshire ,2 Youth offender teams,0,0,339397,339397,0,339397
893,Shropshire ,3 Other Youth Justice service,97414,0,0,97414,23062,74352
893,Shropshire ,4 Total Youth Justice,97414,0,339397,436811,23062,413749
893,Shropshire ,5 Residential care,5737523,0,1398820,7136343,427109,6709234
893,Shropshire ,6 Fostering services,658970,0,2825586,3484556,32624,3451932
893,Shropshire ,7 Other children looked after services,0,0,0,0,0,0
893,Shropshire ,8 Secure accommodation (welfare),0,0,0,0,0,0
893,Shropshire ,9 Short breaks (respite) for looked after children,0,1141482,0,1141482,155520,985962
893,Shropshire ,10 Children placed with family and friends,0,0,0,0,0,0
893,Shropshire ,11 Advocacy services for children looked after,0,0,0,0,0,0
893,Shropshire ,12 Education of looked after children,0,0,0,0,0,0
893,Shropshire ,13 Leaving care support services,0,0,1123374,1123374,2263,1121111
893,Shropshire ,14 Total Children Looked After,6396493,1141482,5347780,12885755,617516,12268239
893,Shropshire ,15 Child death processes,0,0,0,0,0,0
893,Shropshire ,16 Preventative services,166223,50632,177424,394279,0,394279
893,Shropshire ,17 LA functions in relation to child protection,0,0,0,0,0,0
893,Shropshire ,18 Local safeguarding childrens board,0,0,161426,161426,114965,46461
893,Shropshire ,19 Total Children and Young Peoples Safety,166223,50632,338850,555705,114965,440740
893,Shropshire ,20 Direct payments,0,0,152924,152924,4166,148758
893,Shropshire ,21 Short breaks (respite) for disabled children,0,666761,83741,750502,37530,712972
893,Shropshire ,22 Home care services,0,0,0,0,0,0
893,Shropshire ,23 Equiptment and adaptations,0,0,104833,104833,0,104833
893,Shropshire ,24 Other family support services,0,120480,946899,1067379,62578,1004801
893,Shropshire ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,349218,349218,281730,67488
893,Shropshire ,26 Contribution to health care of individual children,0,0,0,0,0,0
893,Shropshire ,27 Teenage pregnancy services,0,0,145708,145708,530,145178
893,Shropshire ,28 Total Family Support Services,0,787241,1783323,2570564,386534,2184030
893,Shropshire ,29 Asylum seeker services - children,0,0,0,0,0,0
893,Shropshire ,30 Unaccompanied asylum children,0,0,58703,58703,0,58703
893,Shropshire ,31 Accommodation,0,0,0,0,0,0
893,Shropshire ,32 Assessment and care management,0,0,0,0,0,0
893,Shropshire ,33 Total Asylum Seeker,0,0,58703,58703,0,58703
893,Shropshire ,34 Adoption services,0,0,852762,852762,374998,477764
893,Shropshire ,35 Special guardianship support,0,0,0,0,0,0
893,Shropshire ,36 Other childrens and families services,0,0,0,0,0,0
893,Shropshire ,37 Total Other Childrens and Families Services,0,0,852762,852762,374998,477764
893,Shropshire ,38 Childrens and young peoples plan,0,0,0,0,0,0
893,Shropshire ,39 Childrens social care workforce grant,0,0,186590,186590,5434,181156
893,Shropshire ,40 Partnership costs,0,0,0,0,0,0
893,Shropshire ,41 Central commissioning function,0,0,121878,121878,63392,58486
893,Shropshire ,42 Commissioning and social work,0,52529,5155471,5208000,70919,5137081
893,Shropshire ,43 Total Childrens Services Strategy,0,52529,5463939,5516468,139745,5376723
893,Shropshire ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
893,Shropshire ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,41500,0,41500
893,Shropshire ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,22876768,1656820,21219948
893,Shropshire ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,22918268,1656820,21261448
894,Telford & Wrekin ,1 Secure accommodation (youth justice),0,0,2401,2401,0,2401
894,Telford & Wrekin ,2 Youth offender teams,5359.85,0,1777835.78,1783195.63,58415.15,1724780.48
894,Telford & Wrekin ,3 Other Youth Justice service,0,0,420857.45,420857.45,144372.29,276485.16
894,Telford & Wrekin ,4 Total Youth Justice,5359.85,0,2201094.23,2206454.08,202787.44,2003666.64
894,Telford & Wrekin ,5 Residential care,3295999.64,0,1094135.24,4390134.88,111224,4278910.88
894,Telford & Wrekin ,6 Fostering services,1872256.01,0,2287735.26,4159991.27,33792.3,4126198.97
894,Telford & Wrekin ,7 Other children looked after services,0,0,0,0,0,0
894,Telford & Wrekin ,8 Secure accommodation (welfare),0,0,0,0,0,0
894,Telford & Wrekin ,9 Short breaks (respite) for looked after children,532743,0,71953.58,604696.58,0,604696.58
894,Telford & Wrekin ,10 Children placed with family and friends,1215,0,397271.83,398486.83,0,398486.83
894,Telford & Wrekin ,11 Advocacy services for children looked after,0,0,0,0,0,0
894,Telford & Wrekin ,12 Education of looked after children,0,0,0,0,0,0
894,Telford & Wrekin ,13 Leaving care support services,925866.74,0,544242.87,1470109.61,63233.15,1406876.46
894,Telford & Wrekin ,14 Total Children Looked After,6628080.39,0,4395338.78,11023419.17,208249.45,10815169.72
894,Telford & Wrekin ,15 Child death processes,0,0,16411.15,16411.15,6000,10411.15
894,Telford & Wrekin ,16 Preventative services,0,0,0,0,0,0
894,Telford & Wrekin ,17 LA functions in relation to child protection,0,0,0,0,0,0
894,Telford & Wrekin ,18 Local safeguarding childrens board,0,0,122276.55,122276.55,74946.55,47330
894,Telford & Wrekin ,19 Total Children and Young Peoples Safety,0,0,138687.7,138687.7,80946.55,57741.15
894,Telford & Wrekin ,20 Direct payments,0,0,0,0,0,0
894,Telford & Wrekin ,21 Short breaks (respite) for disabled children,156260,0,8819,165079,0,165079
894,Telford & Wrekin ,22 Home care services,0,0,0,0,0,0
894,Telford & Wrekin ,23 Equiptment and adaptations,0,0,35268.28,35268.28,0,35268.28
894,Telford & Wrekin ,24 Other family support services,258282.71,0,263040.7,521323.41,0,521323.41
894,Telford & Wrekin ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,184581,184581,114780,69801
894,Telford & Wrekin ,26 Contribution to health care of individual children,0,0,0,0,0,0
894,Telford & Wrekin ,27 Teenage pregnancy services,0,0,164728.64,164728.64,0,164728.64
894,Telford & Wrekin ,28 Total Family Support Services,414542.71,0,656437.62,1070980.33,114780,956200.33
894,Telford & Wrekin ,29 Asylum seeker services - children,0,0,0,0,0,0
894,Telford & Wrekin ,30 Unaccompanied asylum children,173040.84,0,19200.25,192241.09,0,192241.09
894,Telford & Wrekin ,31 Accommodation,0,0,0,0,0,0
894,Telford & Wrekin ,32 Assessment and care management,0,0,0,0,0,0
894,Telford & Wrekin ,33 Total Asylum Seeker,173040.84,0,19200.25,192241.09,0,192241.09
894,Telford & Wrekin ,34 Adoption services,0,0,402079.34,402079.34,0,402079.34
894,Telford & Wrekin ,35 Special guardianship support,0,0,0,0,0,0
894,Telford & Wrekin ,36 Other childrens and families services,23000,0,52701.6,75701.6,0,75701.6
894,Telford & Wrekin ,37 Total Other Childrens and Families Services,23000,0,454780.94,477780.94,0,477780.94
894,Telford & Wrekin ,38 Childrens and young peoples plan,0,0,0,0,0,0
894,Telford & Wrekin ,39 Childrens social care workforce grant,0,0,1110979.4,1110979.4,931990.15,178989.25
894,Telford & Wrekin ,40 Partnership costs,0,0,0,0,0,0
894,Telford & Wrekin ,41 Central commissioning function,0,0,0,0,0,0
894,Telford & Wrekin ,42 Commissioning and social work,20812.85,0,4849974.73,4870787.58,18456.37,4852331.21
894,Telford & Wrekin ,43 Total Childrens Services Strategy,20812.85,0,5960954.13,5981766.98,950446.52,5031320.46
894,Telford & Wrekin ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
894,Telford & Wrekin ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
894,Telford & Wrekin ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,21091330.29,1557209.96,19534120.33
894,Telford & Wrekin ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,21091330.29,1557209.96,19534120.33
908,Cornwall ,1 Secure accommodation (youth justice),0,0,0,0,0,0
908,Cornwall ,2 Youth offender teams,0,0,1996067,1996067,402995,1593072
908,Cornwall ,3 Other Youth Justice service,0,0,63063,63063,0,63063
908,Cornwall ,4 Total Youth Justice,0,0,2059130,2059130,402995,1656135
